Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?, **False
Fern SubClassOf Roundworm, TRUE
Fern SubClassOf Animal and Fungi and MarineMicrobiota and MarinePlant and Microalgae and Roundworm and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf Microphyte, TRUE
Fern SubClassOf Animal and Fungi and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Roundworm and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf SlimeMold, False
Fern SubClassOf Microbiota, **False
Fern SubClassOf MicrobiotaTaxonomy, TRUE
Fern SubClassOf Animal and Fungi and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and VegetationCover and VegetationSpecies, True
Fern SubClassOf Coccolithophore, FALSE
Fern SubClassOf Lichen, FALSE
Fern SubClassOf Leaf, TRUE
Fern SubClassOf Animal and Fungi and Leaf and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and VegetationCover and VegetationSpecies, FALSE
Fern SubClassOf Pollen, FALSE
Fern SubClassOf Mushroom, TRUE
Fern SubClassOf Animal and Fungi and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Mushroom and Roundworm and VegetationCover and VegetationSpecies, FALSE
Fern SubClassOf Fish, FALSE
Fern SubClassOf Reptile, False
Fern SubClassOf MarineAnimal, TRUE
Fern SubClassOf Animal and Fungi and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and VegetationCover and VegetationSpecies, False
Fern SubClassOf Macroalgae, FALSE
Fern SubClassOf Foraminifer, **False
Fern SubClassOf Dairy, False
Fern SubClassOf Liverwort, TRUE
Fern SubClassOf Animal and Fungi and Liverwort and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and VegetationCover and VegetationSpecies, True
Fern SubClassOf Crustacean, False
Fern SubClassOf Canopy, FALSE
Fern SubClassOf Coral, FALSE
Fern SubClassOf ExoticVegetation, FALSE
Fern SubClassOf Macrophyte, TRUE
Fern SubClassOf Animal and Fungi and Liverwort and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf SegmentedWorm, TRUE
Fern SubClassOf Animal and Fungi and Liverwort and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and SegmentedWorm and VegetationCover and VegetationSpecies, FALSE
Fern SubClassOf LivingThing, TRUE
Fern SubClassOf Animal and Fungi and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf Bird, FALSE
Fern SubClassOf DominantSpecies, FALSE
Fern SubClassOf BlueGreenAlgae, False
Fern SubClassOf EvergreenVegetation, True
Fern SubClassOf Animal and EvergreenVegetation and Fungi and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and VegetationCover and VegetationSpecies, True
Fern SubClassOf TreeRing, FALSE
Fern SubClassOf Vegetation, TRUE
Fern SubClassOf Animal and EvergreenVegetation and Fungi and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and Vegetation and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf ExoticSpecies, FALSE
Fern SubClassOf Litter, TRUE
Fern SubClassOf Animal and EvergreenVegetation and Fungi and Litter and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and Vegetation and VegetationCover and VegetationSpecies, FALSE
Fern SubClassOf Crown, FALSE
Fern SubClassOf Jellyfish, FALSE
Fern SubClassOf Invertebrate, TRUE
Fern SubClassOf Animal and EvergreenVegetation and Fungi and Invertebrate and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and Vegetation and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf Anemone, FALSE
Fern SubClassOf Ciliate, False
Fern SubClassOf Zooplankton, FALSE
Fern SubClassOf FloweringPlant, TRUE
Fern SubClassOf Animal and EvergreenVegetation and FloweringPlant and Fungi and Invertebrate and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and Vegetation and VegetationCover and VegetationSpecies, True
Fern SubClassOf Sporozoan, TRUE
Fern SubClassOf Animal and EvergreenVegetation and FloweringPlant and Fungi and Invertebrate and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf IndigenousVegetation, TRUE
Fern SubClassOf Animal and EvergreenVegetation and FloweringPlant and Fungi and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf Nutrient, TRUE
Fern SubClassOf Animal and EvergreenVegetation and FloweringPlant and Fungi and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, True
Fern SubClassOf IndigenousSpecies, TRUE
Fern SubClassOf Animal and EvergreenVegetation and FloweringPlant and Fungi and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, True
Fern SubClassOf MarineInvertebrate, TRUE
Fern SubClassOf Animal and EvergreenVegetation and FloweringPlant and Fungi and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and MarineInvertebrate and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, **True
Fern SubClassOf Conifer, True
Fern SubClassOf Animal and Conifer and EvergreenVegetation and FloweringPlant and Fungi and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf Yeast, FALSE
Fern SubClassOf Mammal, True
Fern SubClassOf Animal and Conifer and EvergreenVegetation and FloweringPlant and Fungi and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf Protist, FALSE
Fern SubClassOf Centipede, FALSE
Fern SubClassOf Crop, TRUE
Fern SubClassOf Animal and Conifer and Crop and EvergreenVegetation and FloweringPlant and Fungi and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf Algae, **True
Fern SubClassOf Arthropod, TRUE
Fern SubClassOf Animal and Arthropod and Conifer and Crop and EvergreenVegetation and FloweringPlant and Fungi and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, True
Fern SubClassOf MarineBird, FALSE
Fern SubClassOf Chlorophyll, FALSE
Fern SubClassOf Mollusk, FALSE
Fern SubClassOf Echinoderm, False
Fern SubClassOf Plant, TRUE
Fern SubClassOf Animal and Arthropod and Conifer and Crop and EvergreenVegetation and FloweringPlant and Fungi and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, True
Fern SubClassOf Amoebae, False
Fern SubClassOf Insect, False
Fern SubClassOf Mold, FALSE
Fern SubClassOf Bacteria, False
Fern SubClassOf DeciduousVegetation, True
Fern SubClassOf Animal and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and FloweringPlant and Fungi and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf Phytoplankton, FALSE
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and FloweringPlant and Fungi and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, True
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and Flatworm and FloweringPlant and Fungi and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, TRUE
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and Flatworm and FloweringPlant and Fungi and FungiTaxonomy and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, True
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and Flatworm and FloweringPlant and Fungi and FungiTaxonomy and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, True
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and Flagellate and Flatworm and FloweringPlant and Fungi and FungiTaxonomy and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, TRUE
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and Flagellate and Flatworm and FloweringPlant and Fungi and FungiTaxonomy and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, FALSE
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and Flagellate and Flatworm and FloweringPlant and Fungi and FungiTaxonomy and IndigenousSpecies and IndigenousVegetation and Invertebrate and Leaf and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, False
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and Flagellate and Flatworm and FloweringPlant and Fungi and FungiTaxonomy and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Mushroom and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, TRUE
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and Flagellate and Flatworm and FloweringPlant and Fungi and FungiTaxonomy and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Mushroom and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, TRUE
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and Flagellate and Flatworm and FloweringPlant and Fungi and FungiTaxonomy and IndigenousSpecies and IndigenousVegetation and Invertebrate and Liverwort and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Mushroom and Nutrient and Plant and Roundworm and SegmentedWorm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, FALSE
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and Flagellate and Flatworm and FloweringPlant and Fungi and FungiTaxonomy and IndigenousSpecies and IndigenousVegetation and Invertebrate and Litter and Liverwort and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Mushroom and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, True.
Fern SubClassOf Animal and Arachnid and Arthropod and Conifer and Crop and DeciduousVegetation and EvergreenVegetation and Flagellate and Flatworm and FloweringPlant and Fungi and FungiTaxonomy and IndigenousSpecies and IndigenousVegetation and Invertebrate and Litter and Liverwort and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Microphyte and Mushroom and Nutrient and Plant and Roundworm and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, False
Anemone and MarineMicrobiota SubClassOf DominantSpecies, **False
Arachnid and Conifer SubClassOf Vertebrate, False
Animal and Crustacean SubClassOf Sporozoan, **FALSE
Animal and Dairy SubClassOf BlueGreenAlgae, FALSE
Yeast and Zooplankton SubClassOf VegetationCover, **False
EvergreenVegetation and MarineInvertebrate SubClassOf Sponge, False
Fungi and Millipede SubClassOf Phytoplankton, False
Algae and Fish SubClassOf VegetationSpecies, **False
Fern and Plankton SubClassOf Lichen, **False
MarineMicrobiota and Nutrient SubClassOf Flatworm, False
Insect and Poultry SubClassOf Yeast, **False
MarineMammal and VegetationSpecies SubClassOf Fern, False
Algae and Fungi SubClassOf Dairy, False
Mollusk and Sporozoan SubClassOf Amphibian, False
DominantSpecies and Plant SubClassOf Centipede, **False
Microalgae and Radiolarian SubClassOf Reptile, False
Human and Mushroom SubClassOf SlimeMold, FALSE
Conifer and MarineBird SubClassOf DominantSpecies, **FALSE
DeciduousVegetation and Microphyte SubClassOf MicrobiotaTaxonomy, True
DeciduousVegetation and Microphyte SubClassOf VegetationCover, TRUE
Microphyte SubClassOf VegetationCover, TRUE
Microphyte SubClassOf Microalgae, True
Microphyte SubClassOf Microalgae and VegetationCover, True
Microphyte SubClassOf Fungi, TRUE
Microphyte SubClassOf Fungi and Microalgae and VegetationCover, TRUE
Microphyte SubClassOf Arachnid, False
Microphyte SubClassOf VegetationSpecies, TRUE
Microphyte SubClassOf Fungi and Microalgae and VegetationCover and VegetationSpecies, TRUE
Microphyte SubClassOf Livestock, False
Microphyte SubClassOf Sponge, False
