HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
Can BiophysicalMeasure be considered a subcategory of 'BodyMassIndex'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'DrugEfficacyMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ChildDepressionScoreDifference'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'LowReductionInHamiltonAnxietyScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ChildDepressionMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HighRemissionOddsRatio'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'LowDrugEfficacy'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'LowReductionInMontgomeryAsbergDepressionRating'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ModerateReductionInChildDepressionScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ASAAConcentration'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'SimilarRemissionOddsRatio'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'EventFreeSurvivalTime'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'LowRemissionOddsRatio'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'HomocysteineLevel'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'SideEffectMeasure'?,  False.
Can BiophysicalMeasure be considered a subcategory of 'RemissionOddsRatio'?,  False.
Can DailyBloodPressure that is also ModerateReductionInChildDepressionScore be considered a subcategory of 'ExerciseResponse'?,  I cannot
Can ForcedVitalCapacity that is also ZeroDrugEfficacy be considered a subcategory of 'HighRemission'?,  False.
Can HighReductionInHamiltonDepressionScore that is also LowHamiltonDepressionScore be considered a subcategory of 'LowRemission'?,  False.
Can ASAAMeasure that is also DrugEfficacyMeasure be considered a subcategory of 'GenotypeMeasure'?,  False.
Can BloodSerumProteinCount that is also Weigth be considered a subcategory of 'ASAAConcentration'?,  False.
Can AsthmaFrequency that is also QualityOfLife be considered a subcategory of 'BloodPressure'?,  False.
Can ChildDepressionMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'SatietyDifference'?,  False.
Can LowRemission that is also PulmonaryFunctionMeasure be considered a subcategory of 'DrugEfficacyMeasure'?,  False.
Can LowReductionInMontgomeryAsbergDepressionRating that is also MolecularMeasure be considered a subcategory of 'LowReductionInHamiltonAnxietyScore'?,  False.
Can ChildDepressionScore that is also RemissionMeasure be considered a subcategory of 'BloodSerumProteinCount'?,  False.
Can ModerateMontgomeryAsbergDepressionRating that is also SideEffectFrequency be considered a subcategory of 'ExerciseResponse'?,  False.
Can ERVisitFrequency that is also TaxonomicMeasure be considered a subcategory of 'BodyMassIndex'?,  False.
Can DecreasedGeneExpression that is also GeneExpression be considered a subcategory of 'DiseaseSusceptibilityOdds'?,  False.
Can DiseaseFrequency that is also LowHamiltonDepressionScore be considered a subcategory of 'LowMontgomeryAsbergDepressionRating'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'ClinicalOutcomeMeasure'?,  True.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'ChildDepressionScore'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'MolecularMeasure'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'RemissionFrequency'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'SatietyFrequency'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'ASAAConcentrationIncrease'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'ERVisitFrequency'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'DailyBloodPressure'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'HighRemission'?,  I cannot
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'WeigthDifference'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'ExerciseResponse'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'GenotypeMeasure'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'QualityOfLife'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'HighReductionInHamiltonAnxietyScore'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'LowReductionInChildDepressionScore'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can ASAAConcentration that is also HighMontgomeryAsbergDepressionRating be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  True,
Can ASAAConcentration be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  I cannot
Can HighMontgomeryAsbergDepressionRating be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  False.
Can DrugEfficacyMeasure that is also SatietyIncrease be considered a subcategory of 'ASAAConcentration'?,  False.
Can ModerateRemission that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'HighReductionInHamiltonAnxietyScore'?,  False.
Can DiseaseSusceptibilityOdds that is also DoseFrequency be considered a subcategory of 'WeightLoss'?,  False.
Can MyocardialInfarctionFrequency that is also SatietyDifference be considered a subcategory of 'Dose'?,  False.
Can DailyBloodPressure that is also SatietyFrequency be considered a subcategory of 'LowReductionInHamiltonAnxietyScore'?,  False.
Can CoagulationProfile that is also HighDrugEfficacy be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
Can GeneExpression that is also ModerateHamiltonDepressionScore be considered a subcategory of 'MontgomeryAsbergDepressionMeasure'?,  False.
Can AsthmaFrequency that is also PopulationVariation be considered a subcategory of 'DecreasedGeneExpression'?,  False.
Can SatietyIncrease that is also Weigth be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can AirwayResponsivenessUsingMethacholine that is also CoagulationProfile be considered a subcategory of 'ModerateMontgomeryAsbergDepressionRating'?,  False.
Can LowReductionInHamiltonDepressionScore that is also PopulationVariation be considered a subcategory of 'GeneExpressionMeasure'?,  I cannot
Can ForcedVitalCapacity that is also SatietyDecrease be considered a subcategory of 'SideEffectRate'?,  False.
Can Dose that is also LowMontgomeryAsbergDepressionRating be considered a subcategory of 'ASAAConcentrationDecrease'?,  False.
Can DailyBloodPressure that is also HomocysteineLevel be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can SatietyDifference that is also SideEffectRate be considered a subcategory of 'TaxonomicMeasure'?,  False.
Can BodyMassIndexIncrease that is also TaxonomicMeasure be considered a subcategory of 'ForcedVitalCapacity'?,  False.
Can HighMontgomeryAsbergDepressionRating that is also WeightLoss be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can BloodPressure that is also ErythromycinClearanceMeasure be considered a subcategory of 'Gender'?,  False.
Can CellCount that is also SideEffectRate be considered a subcategory of 'BodyMassIndexMeasure'?,  False.
Can DiseaseSusceptibilityOdds that is also ModerateRemission be considered a subcategory of 'ChildDepressionScoreDifference'?,  False.
Can LowHamiltonDepressionScore that is also RemissionMeasure be considered a subcategory of '_24HourBloodPressure'?,  False.
Can DailyBloodPressure that is also ExerciseResponse be considered a subcategory of 'ModerateRemission'?,  I cannot
Can PharmacodynamicMeasure that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'HamiltonAnxietyScore'?,  False.
Can CoagulationProfile that is also SideEffectMeasure be considered a subcategory of 'ZeroDrugEfficacy'?,  False.
Can DiseaseSusceptibilityOdds that is also HamiltonDepressionScore be considered a subcategory of 'AnxietyMeasure'?,  False.
Can BloodPressure that is also IncreasedGeneExpression be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  True.
Can BloodPressure that is also IncreasedGeneExpression be considered a subcategory of 'ChildDepressionScore'?,  False.
Can BloodPressure that is also IncreasedGeneExpression be considered a subcategory of 'MolecularMeasure'?,  True.
Can IncreasedGeneExpression be considered a subcategory of 'MolecularMeasure'?,  True.
Can IncreasedGeneExpression be considered a subcategory of 'ChildDepressionScore'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'RemissionFrequency'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'SatietyFrequency'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'ASAAConcentrationIncrease'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'ERVisitFrequency'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'DailyBloodPressure'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'HighRemission'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'WeigthDifference'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'ExerciseResponse'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'GenotypeMeasure'?,  True.
Can IncreasedGeneExpression be considered a subcategory of 'GenotypeMeasure that is also MolecularMeasure'?,  True.
Can IncreasedGeneExpression be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'QualityOfLife'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'HighReductionInHamiltonAnxietyScore'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'LowReductionInChildDepressionScore'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'ForcedVitalCapacity'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'HamiltonDepressionMeasure'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'PlasmaDrugConcentration'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'LowMontgomeryAsbergDepressionRating'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'RemissionMeasure'?,  False.
Can IncreasedGeneExpression be considered a subcategory of 'BiologicalMeasure'?,  True.
Can IncreasedGeneExpression be considered a subcategory of 'BiologicalMeasure that is also GenotypeMeasure that is also MolecularMeasure'?,  True.
Can IncreasedGeneExpression be considered a subcategory of 'GeneExpressionMeasure'?,  True.
Can IncreasedGeneExpression be considered a subcategory of 'BiologicalMeasure that is also GeneExpressionMeasure that is also GenotypeMeasure that is also MolecularMeasure'?,  True.
Can IncreasedGeneExpression be considered a subcategory of 'CellCount'?,  False.
