Crop and MarinePlant SubClassOf Arthropod,  False.
Conifer and VegetationSpecies SubClassOf SegmentedWorm,  False.
Conifer and VegetationSpecies SubClassOf Bird,  False.
Conifer and VegetationSpecies SubClassOf Fern,  False.
VegetationSpecies SubClassOf DominantSpecies and Leaf,  False.
VegetationSpecies SubClassOf Canopy and DominantSpecies,  True.
VegetationSpecies SubClassOf Canopy and DominantSpecies and Macrophyte,  True.
VegetationSpecies SubClassOf Canopy and DominantSpecies and LivingThing and Macrophyte,  True\n
VegetationSpecies SubClassOf Canopy and DominantSpecies and Fern and LivingThing and Macrophyte,  True.
VegetationSpecies SubClassOf Canopy and DominantSpecies and Fern and LivingThing and Macrophyte and Vegetation,  True.
VegetationSpecies SubClassOf Canopy and DominantSpecies and Fern and FloweringPlant and LivingThing and Macrophyte and Vegetation,  True.
VegetationSpecies SubClassOf Canopy and DominantSpecies and Fern and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Vegetation,  True\n
VegetationSpecies SubClassOf Canopy and Conifer and DominantSpecies and Fern and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Vegetation,  True.
VegetationSpecies SubClassOf Canopy and Conifer and Crop and DominantSpecies and Fern and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Vegetation,  True\n
VegetationSpecies SubClassOf Canopy and Chlorophyll and Conifer and Crop and DominantSpecies and Fern and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Vegetation,  True.
VegetationSpecies SubClassOf Canopy and Chlorophyll and Conifer and Crop and DominantSpecies and Fern and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Plant and Vegetation,  True.
VegetationSpecies SubClassOf Canopy and Chlorophyll and Conifer and Crop and DominantSpecies and Fern and FloweringPlant and IndigenousVegetation and Leaf and LivingThing and Macrophyte and Plant and Vegetation and VegetationCover,  True.
Dairy and Radiolarian SubClassOf Arthropod,  False.
Mushroom and Plankton SubClassOf SlimeMold,  False.
Echinoderm and Mollusk SubClassOf Radiolarian,  False.
Fern and Plant SubClassOf Bird,  False.
Plant and Zooplankton SubClassOf Anemone,  False.
Fern and Foraminifer SubClassOf Bacteria,  False.
Flagellate and Microbiota SubClassOf Centipede,  False.
Arthropod and Liverwort SubClassOf MarineBird,  False.
Phytoplankton and VegetationSpecies SubClassOf Flatworm,  False.
Coral and Plant SubClassOf MarineMammal,  False.
ExoticVegetation and Foraminifer SubClassOf Fish,  False.
Mollusk and TreeRing SubClassOf Pollen,  False.
Crustacean and Yeast SubClassOf Moss,  False.
Arthropod and Poultry SubClassOf Lichen,  False.
DominantSpecies and MarineAnimal SubClassOf MarineBird,  False.
Crustacean and Pollen SubClassOf Dairy,  False.
IndigenousSpecies and MicrobiotaTaxonomy SubClassOf Fish,  False.
EvergreenVegetation and IndigenousVegetation SubClassOf MarineMammal,  False.
Flagellate and Moss SubClassOf Mollusk,  False.
Dairy and Human SubClassOf Leaf,  False.
Amphibian and Crown SubClassOf Mold,  False.
Fish and MarineBird SubClassOf Crown,  False.
Bacteria and Yeast SubClassOf Coral,  False.
Canopy and Conifer SubClassOf Coccolithophore,  False.
ExoticVegetation and Foraminifer SubClassOf Mushroom,  False.
Fern and MarineMammal SubClassOf Human,  False.
Mammal and MarineInvertebrate SubClassOf DeciduousVegetation,  False.
Flatworm and IndigenousVegetation SubClassOf Nutrient,  False.
MarineMammal and MarineMicrobiota SubClassOf Roundworm,  False.
Arachnid and Plant SubClassOf Amphibian,  False.
ExoticSpecies and FloweringPlant SubClassOf Centipede,  False.
Jellyfish and MicrobiotaTaxonomy SubClassOf Bacteria,  False.
IndigenousVegetation and MicrobiotaTaxonomy SubClassOf Anemone,  False.
Human and SlimeMold SubClassOf DeciduousVegetation,  False.
Crown and MarinePlant SubClassOf Coral,  True.
Crown and MarinePlant SubClassOf Flatworm,  False.
Crown and MarinePlant SubClassOf FungiTaxonomy,  False.
Crown and MarinePlant SubClassOf Moss,  False.
Crown and MarinePlant SubClassOf Radiolarian,  True.
SegmentedWorm and TreeRing SubClassOf Ciliate,  False.
Microalgae and Nutrient SubClassOf FungiTaxonomy,  False.
Centipede and Vertebrate SubClassOf Sporozoan,  False.
DominantSpecies and SlimeMold SubClassOf Jellyfish,  False.
Bacteria and ExoticVegetation SubClassOf Moss,  False.
Ciliate and Moss SubClassOf Yeast,  False.
Chlorophyll and Nutrient SubClassOf Plant,  False.
Phytoplankton and Vegetation SubClassOf Fish,  False.
Coral and Microalgae SubClassOf Mold,  False.
Crustacean and Zooplankton SubClassOf Insect,  False.
IndigenousSpecies and Microphyte SubClassOf Amoebae,  False.
Arachnid and Roundworm SubClassOf TreeRing,  False.
Coccolithophore and Radiolarian SubClassOf Jellyfish,  False.
Human and Plankton SubClassOf Sporozoan,  False.
EvergreenVegetation and MarineBird SubClassOf FungiTaxonomy,  False.
Amphibian and Moss SubClassOf Arthropod,  False.
Mammal and Vegetation SubClassOf Macroalgae,  False.
Crustacean and Macroalgae SubClassOf Millipede,  False.
Coral and Microphyte SubClassOf Reptile,  False.
Bird and Liverwort SubClassOf SegmentedWorm,  False.
MarineMicrobiota and Radiolarian SubClassOf MarineBird,  False.
Human and Microbiota SubClassOf FloweringPlant,  False.
Crop and Poultry SubClassOf Zooplankton,  False.
Bacteria and Zooplankton SubClassOf Jellyfish,  False.
Canopy and Plankton SubClassOf Moss,  False.
Flatworm and Fungi SubClassOf Crustacean,  False.
Amoebae and Flagellate SubClassOf Plant,  False.
Ciliate and Invertebrate SubClassOf Sponge,  False.
Flatworm and Liverwort SubClassOf Amphibian,  False.
Dairy and VegetationCover SubClassOf Bacteria,  False.
Bird and Human SubClassOf Echinoderm,  False.
Animal and Vegetation SubClassOf IndigenousSpecies,  False.
Coral and Microphyte SubClassOf Millipede,  False.
Microalgae and Zooplankton SubClassOf MarineBird,  False.
Roundworm SubClassOf Dairy,  False.
Arachnid and Foraminifer SubClassOf Zooplankton,  False.
Dairy and Insect SubClassOf Pollen,  False.
MarineBird and Zooplankton SubClassOf Mollusk,  False.
Crop and Sporozoan SubClassOf Ciliate,  False.
DominantSpecies and Microbiota SubClassOf FungiTaxonomy,  False.
Bird and SlimeMold SubClassOf Millipede,  False.
Centipede and Moss SubClassOf SegmentedWorm,  False.
TreeRing and Yeast SubClassOf Lichen,  False.
Arachnid and Ciliate SubClassOf Litter,  False.
Chlorophyll and Jellyfish SubClassOf Zooplankton,  False.
IndigenousVegetation and Microphyte SubClassOf Dairy,  False.
FungiTaxonomy and Millipede SubClassOf Fish,  False,
Microalgae and Roundworm SubClassOf Insect,  False.
IndigenousVegetation and Reptile SubClassOf Crown,  False.
IndigenousSpecies and Sponge SubClassOf Nutrient,  False.
Flagellate and Phytoplankton SubClassOf Coral,  False.
Chlorophyll and SegmentedWorm SubClassOf Microalgae,  False.
Centipede and TreeRing SubClassOf Roundworm,  False.
DominantSpecies and Nutrient SubClassOf Diatom,  True.
DominantSpecies and Nutrient SubClassOf VegetationCover,  False.
DominantSpecies and Nutrient SubClassOf Microalgae,  False.
DominantSpecies and Nutrient SubClassOf Fungi,  False.
DominantSpecies and Nutrient SubClassOf Arachnid,  False,
DominantSpecies and Nutrient SubClassOf VegetationSpecies,  False\n
DominantSpecies and Nutrient SubClassOf Livestock,  False.
DominantSpecies and Nutrient SubClassOf Sponge,  False.
DominantSpecies and Nutrient SubClassOf Flatworm,  False.
DominantSpecies SubClassOf Diatom,  False.
Nutrient SubClassOf Diatom,  False.
Lichen and Mollusk SubClassOf Human,  False.
Centipede and Moss SubClassOf Flatworm,  False.
BlueGreenAlgae and DominantSpecies SubClassOf Amphibian,  False.
Amoebae and FungiTaxonomy SubClassOf Bacteria,  False.
MarineAnimal and MarineMicrobiota SubClassOf Centipede,  False.
Invertebrate and MarineAnimal SubClassOf Pollen,  False.
Coral and Poultry SubClassOf Mollusk,  False.
Crustacean and Leaf SubClassOf Nutrient,  False.
Crop and Vertebrate SubClassOf Amoebae,  False.
Centipede and Echinoderm SubClassOf Livestock,  False.
MarineInvertebrate and TreeRing SubClassOf Crustacean,  False.
Echinoderm and Human SubClassOf Sporozoan,  False.
Foraminifer and Microalgae SubClassOf Yeast,  False.
Amphibian and Arachnid SubClassOf VegetationSpecies,  False.
ExoticSpecies and Mammal SubClassOf VegetationCover,  False.
Chlorophyll and Microphyte SubClassOf Mold,  False.
MicrobiotaTaxonomy and Poultry SubClassOf Microphyte,  False.
Diatom and Plant SubClassOf Crown,  False.
Fern and FloweringPlant SubClassOf Mushroom,  False.
Crop and FloweringPlant SubClassOf Amoebae,  False.
Echinoderm and Microbiota SubClassOf Crustacean,  False.
Coral and Crop SubClassOf Human,  False.
Human and IndigenousSpecies SubClassOf Roundworm,  False.
Arachnid and Fungi SubClassOf Invertebrate,  False.
DeciduousVegetation and Flagellate SubClassOf Arthropod,  False,
Coccolithophore and Crop SubClassOf Reptile,  False:
Microbiota and TreeRing SubClassOf SlimeMold,  False.
Coral and Diatom SubClassOf Bird,  False.
Algae and VegetationSpecies SubClassOf SegmentedWorm,  False.
Coccolithophore and Nutrient SubClassOf Millipede,  False,
ExoticVegetation and FloweringPlant SubClassOf MarineBird,  False.
Dairy and Leaf SubClassOf Liverwort,  False.
Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?,  False.
Can Canopy that is also MarineMicrobiota be considered a subcategory of 'Macroalgae'?,  False.
Can MarineInvertebrate that is also Poultry be considered a subcategory of 'Human'?,  False.
Can Diatom that is also Human be considered a subcategory of 'Invertebrate'?,  False.
Can Amphibian that is also Coral be considered a subcategory of 'VegetationCover'?,  False.
Can Algae that is also Mammal be considered a subcategory of 'Reptile'?,  False.
Can Coccolithophore that is also Sponge be considered a subcategory of 'Roundworm'?,  False.
Can FloweringPlant that is also MarineBird be considered a subcategory of 'Canopy'?,  False.
Can MarineMammal that is also Roundworm be considered a subcategory of 'MarineBird'?,  False.
Can Amoebae that is also Leaf be considered a subcategory of 'Flatworm'?,  False.
Can IndigenousVegetation that is also Invertebrate be considered a subcategory of 'SlimeMold'?,  False.
Can Foraminifer that is also Vegetation be considered a subcategory of 'Millipede'?,  False.
Can Fungi that is also MarineMicrobiota be considered a subcategory of 'Zooplankton'?,  False.
Can DeciduousVegetation that is also Microbiota be considered a subcategory of 'Mammal'?,  False.
Can Moss that is also Reptile be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Macroalgae that is also Microphyte be considered a subcategory of 'Radiolarian'?,  False.
Can Chlorophyll that is also Coccolithophore be considered a subcategory of 'Bacteria'?,  False.
Can FloweringPlant that is also Microphyte be considered a subcategory of 'Poultry'?,  False.
Can Crop that is also Dairy be considered a subcategory of 'Yeast'?,  False.
Can MarineMicrobiota that is also Mold be considered a subcategory of 'Algae'?,  False.
Can Invertebrate that is also Jellyfish be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Roundworm that is also Vegetation be considered a subcategory of 'Leaf'?,  False.
Can Ciliate that is also MarineMammal be considered a subcategory of 'Vegetation'?,  False.
Can Algae that is also Mushroom be considered a subcategory of 'Centipede'?,  False.
Can Echinoderm that is also Reptile be considered a subcategory of 'Microphyte'?,  False.
Can Anemone that is also Microphyte be considered a subcategory of 'Pollen'?,  False.
Can Animal that is also Plant be considered a subcategory of 'MarineAnimal'?,  False.
Can FloweringPlant that is also Leaf be considered a subcategory of 'Livestock'?,  False.
Can Pollen that is also Radiolarian be considered a subcategory of 'Coral'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Mushroom'?,  False.
Can Fern that is also Fungi be considered a subcategory of 'ExoticSpecies'?,  False.
Can Nutrient that is also Protist be considered a subcategory of 'Sponge'?,  False.
Can Sporozoan be considered a subcategory of 'Bird'?,  False.
Can Coccolithophore that is also Lichen be considered a subcategory of 'Vertebrate'?,  False.
Can Crown that is also Plankton be considered a subcategory of 'Plant'?,  False.
Can Insect that is also SlimeMold be considered a subcategory of 'Echinoderm'?,  False.
Can Lichen that is also VegetationCover be considered a subcategory of 'Amphibian'?,  False.
Can Diatom that is also Litter be considered a subcategory of 'Flagellate'?,  False.
Can Macroalgae that is also VegetationSpecies be considered a subcategory of 'Yeast'?,  False.
Can Amoebae that is also Leaf be considered a subcategory of 'Centipede'?,  False.
Can Chlorophyll that is also IndigenousSpecies be considered a subcategory of 'Fern'?,  False.
Can Livestock that is also Radiolarian be considered a subcategory of 'Poultry'?,  False.
Can Dairy that is also Millipede be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Invertebrate that is also Phytoplankton be considered a subcategory of 'Coccolithophore'?,  False.
Can Chlorophyll that is also Jellyfish be considered a subcategory of 'ExoticSpecies'?,  False.
Can ExoticSpecies that is also Mushroom be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Ciliate that is also Mammal be considered a subcategory of 'MarineAnimal'?,  False.
Can Poultry be considered a subcategory of 'Chlorophyll'?,  False.
Can Liverwort that is also Macroalgae be considered a subcategory of 'Insect'?,  False.
Can Bird that is also Radiolarian be considered a subcategory of 'Litter'?,  False.
Can Human that is also Protist be considered a subcategory of 'Mollusk'?,  False.
Can Livestock that is also Microalgae be considered a subcategory of 'TreeRing'?,  False.
Can Crustacean that is also Millipede be considered a subcategory of 'Ciliate'?,  False.
Can Insect that is also MarineAnimal be considered a subcategory of 'Foraminifer'?,  False.
Can Arachnid that is also Mushroom be considered a subcategory of 'Crustacean'?,  False.
Can Flagellate that is also Mammal be considered a subcategory of 'ExoticVegetation'?,  False.
Can Amoebae that is also Animal be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Phytoplankton that is also SegmentedWorm be considered a subcategory of 'Amoebae'?,  False.
Can Canopy that is also EvergreenVegetation be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Macrophyte that is also Mollusk be considered a subcategory of 'Phytoplankton'?,  False.
Can Algae that is also Phytoplankton be considered a subcategory of 'Jellyfish'?,  False.
Can IndigenousSpecies that is also Mold be considered a subcategory of 'DominantSpecies'?,  False.
Can Canopy that is also Livestock be considered a subcategory of 'Radiolarian'?,  False.
Can Macrophyte that is also MarineMammal be considered a subcategory of 'Anemone'?,  False.
Can Phytoplankton that is also Vegetation be considered a subcategory of 'Protist'?,  False.
Can Chlorophyll that is also IndigenousVegetation be considered a subcategory of 'Zooplankton'?,  False.
Can Flatworm that is also Macroalgae be considered a subcategory of 'Insect'?,  False.
Can ExoticVegetation that is also MarineMicrobiota be considered a subcategory of 'Chlorophyll'?,  False.
Can Coral that is also Yeast be considered a subcategory of 'Vegetation'?,  False.
Can MarineInvertebrate that is also Moss be considered a subcategory of 'Liverwort'?,  False.
Can Mollusk that is also Protist be considered a subcategory of 'Macrophyte'?,  False.
Can Centipede that is also Plant be considered a subcategory of 'Plankton'?,  False.
Can Fern that is also Microbiota be considered a subcategory of 'Crop'?,  False.
Can MarineMicrobiota that is also Yeast be considered a subcategory of 'Livestock'?,  False.
Can Ciliate that is also Macrophyte be considered a subcategory of 'Coral'?,  False.
Can Amphibian that is also Microalgae be considered a subcategory of 'Crustacean'?,  False.
Can Liverwort that is also MarineMammal be considered a subcategory of 'Ciliate'?,  False.
Can Conifer that is also Flagellate be considered a subcategory of 'FungiTaxonomy'?,  False.
Can FloweringPlant that is also Lichen be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Crown that is also Echinoderm be considered a subcategory of 'Nutrient'?,  False.
Can Canopy that is also MicrobiotaTaxonomy be considered a subcategory of 'Pollen'?,  False.
Can Macrophyte that is also Plant be considered a subcategory of 'MarineMammal'?,  False.
Can Crop that is also Litter be considered a subcategory of 'Moss'?,  False.
Can Fish that is also Macroalgae be considered a subcategory of 'Arthropod'?,  False.
Can Anemone that is also Protist be considered a subcategory of 'Invertebrate'?,  False.
Can Litter that is also Sporozoan be considered a subcategory of 'Human'?,  False.
Can Human that is also TreeRing be considered a subcategory of 'Canopy'?,  False.
Can MarinePlant that is also Millipede be considered a subcategory of 'Microbiota'?, False.
Can Crown that is also Insect be considered a subcategory of 'Diatom'?,  False.
Can FungiTaxonomy that is also VegetationCover be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Jellyfish that is also SegmentedWorm be considered a subcategory of 'FloweringPlant'?,  False.
Can Amphibian that is also Mammal be considered a subcategory of 'MarineBird'?,  False.
Can Amoebae that is also Canopy be considered a subcategory of 'Arachnid'?,  False.
Can IndigenousSpecies that is also Sponge be considered a subcategory of 'SlimeMold'?,  False.
