Crop and MarinePlant SubClassOf Arthropod, \nFalse
Can Zooplankton be considered a subcategory of 'Bird'?, \nFalse
Can Zooplankton be considered a subcategory of 'Fern'?, \nFalse
Can Zooplankton be considered a subcategory of 'DominantSpecies'?, \nFalse
Can Zooplankton be considered a subcategory of 'BlueGreenAlgae'?, \nFalse
Can Zooplankton be considered a subcategory of 'EvergreenVegetation'?, \nFalse
Can Zooplankton be considered a subcategory of 'TreeRing'?, \nFalse
Can Zooplankton be considered a subcategory of 'Vegetation'?, \nFalse
Can Zooplankton be considered a subcategory of 'ExoticSpecies'?, \nFalse
Can Zooplankton be considered a subcategory of 'Litter'?, \nFalse
Can Zooplankton be considered a subcategory of 'Crown'?, \nFalse
Can Zooplankton be considered a subcategory of 'Jellyfish'?, \nFalse
Can Zooplankton be considered a subcategory of 'Invertebrate'?, \nTrue
Can Zooplankton be considered a subcategory of 'Animal that is also Invertebrate that is also LivingThing that is also MarineAnimal that is also Plankton'?, \nTrue
Can Zooplankton be considered a subcategory of 'Anemone'?, \nFalse
Can Zooplankton be considered a subcategory of 'Ciliate'?, \nFalse
Can Zooplankton be considered a subcategory of 'FloweringPlant'?, \nFalse
Can Zooplankton be considered a subcategory of 'Sporozoan'?, \nFalse
Can Zooplankton be considered a subcategory of 'IndigenousVegetation'?, \nFalse
Can Zooplankton be considered a subcategory of 'Nutrient'?, \nFalse
Can Zooplankton be considered a subcategory of 'IndigenousSpecies'?, \nFalse
Can Zooplankton be considered a subcategory of 'MarineInvertebrate'?, \nTrue
Can Zooplankton be considered a subcategory of 'Animal that is also Invertebrate that is also LivingThing that is also MarineAnimal that is also MarineInvertebrate that is also Plankton'?, \nTrue
Can Zooplankton be considered a subcategory of 'Conifer'?, \nFalse
Can Zooplankton be considered a subcategory of 'Yeast'?, \nFalse
Can Zooplankton be considered a subcategory of 'Mammal'?, \nFalse
Can Zooplankton be considered a subcategory of 'Protist'?, \nTrue
Can Zooplankton be considered a subcategory of 'Animal that is also Invertebrate that is also LivingThing that is also MarineAnimal that is also MarineInvertebrate that is also Plankton that is also Protist'?, \nTrue
Can Zooplankton be considered a subcategory of 'Centipede'?, \nFalse
Can Zooplankton be considered a subcategory of 'Crop'?, \nFalse
Can Zooplankton be considered a subcategory of 'Algae'?, \nFalse
Can Zooplankton be considered a subcategory of 'Arthropod'?, \nTrue
Can Zooplankton be considered a subcategory of 'Animal that is also Arthropod that is also Invertebrate that is also LivingThing that is also MarineAnimal that is also MarineInvertebrate that is also Plankton that is also Protist'?, \nTrue
Can Zooplankton be considered a subcategory of 'MarineBird'?, \nFalse
Can Zooplankton be considered a subcategory of 'Chlorophyll'?, \nFalse
Can Zooplankton be considered a subcategory of 'Mollusk'?, \nFalse
Can Zooplankton be considered a subcategory of 'Echinoderm'?, \nFalse
Can Zooplankton be considered a subcategory of 'Plant'?, \nFalse
Can Zooplankton be considered a subcategory of 'Amoebae'?, \nFalse
Can Zooplankton be considered a subcategory of 'Insect'?, \nFalse
Can Zooplankton be considered a subcategory of 'Mold'?, \nFalse
Can Zooplankton be considered a subcategory of 'Bacteria'?, \nFalse
Can Zooplankton be considered a subcategory of 'DeciduousVegetation'?, \nFalse
Can Zooplankton be considered a subcategory of 'Phytoplankton'?, \nFalse
Can Plankton that is also Vegetation be considered a subcategory of 'MarineMammal'?, \nFalse
Can Flatworm that is also Mollusk be considered a subcategory of 'Microalgae'?, \nFalse
Can Fungi that is also MarineBird be considered a subcategory of 'Microphyte'?, \nFalse
Can Crustacean that is also Lichen be considered a subcategory of 'Crown'?, \nFalse
Can DominantSpecies that is also Reptile be considered a subcategory of 'Macrophyte'?, \nFalse
Can Microphyte that is also VegetationSpecies be considered a subcategory of 'Livestock'?, \nFalse
Can Leaf that is also Liverwort be considered a subcategory of 'ExoticVegetation'?, \nFalse
Can Diatom that is also Foraminifer be considered a subcategory of 'Mushroom'?, \nFalse
Can Bacteria that is also Radiolarian be considered a subcategory of 'Amoebae'?, \nFalse
Can Human that is also Mammal be considered a subcategory of 'Crustacean'?, \nFalse
Can Invertebrate that is also Plankton be considered a subcategory of 'Phytoplankton'?, \nFalse
Can BlueGreenAlgae that is also FloweringPlant be considered a subcategory of 'Vertebrate'?, \nFalse
Can Crop that is also ExoticSpecies be considered a subcategory of 'Human'?, \nFalse
Can Amoebae that is also Microbiota be considered a subcategory of 'BlueGreenAlgae'?, \nFalse
Can Bird that is also BlueGreenAlgae be considered a subcategory of 'VegetationCover'?, \nFalse
Can Flatworm that is also Vegetation be considered a subcategory of 'Flagellate'?, \nFalse
Can Coral that is also MicrobiotaTaxonomy be considered a subcategory of 'Plant'?, \nFalse
Can VegetationCover that is also Zooplankton be considered a subcategory of 'Canopy'?, \nFalse
Can Jellyfish that is also Zooplankton be considered a subcategory of 'Mold'?, \nFalse
Can Fern that is also IndigenousVegetation be considered a subcategory of 'Crop'?, \nFalse
Can Amoebae that is also Millipede be considered a subcategory of 'Poultry'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'EvergreenVegetation'?, \nTrue
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'VegetationCover'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Microalgae'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Fungi'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Arachnid'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'VegetationSpecies'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Livestock'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Sponge'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Flatworm'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Diatom'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'FungiTaxonomy'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'MarinePlant'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Moss'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Vertebrate'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Radiolarian'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Human'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'MarineMicrobiota'?, \nFalse
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Animal'?, \nTrue
Can IndigenousSpecies be considered a subcategory of 'Animal'?, \nFalse
Can Echinoderm be considered a subcategory of 'Animal'?, \nFalse
Can Crown that is also Sponge be considered a subcategory of 'Coccolithophore'?, \nFalse
Can MarineInvertebrate that is also Microalgae be considered a subcategory of 'ExoticSpecies'?, \nFalse
Can Insect that is also Phytoplankton be considered a subcategory of 'Livestock'?, \nFalse
Can Chlorophyll that is also Pollen be considered a subcategory of 'Macrophyte'?, \nFalse
Can Canopy that is also Centipede be considered a subcategory of 'Crustacean'?, \nFalse
Can Human that is also Lichen be considered a subcategory of 'Crown'?, \nFalse
Can DominantSpecies that is also FungiTaxonomy be considered a subcategory of 'Coral'?, \nFalse
Can Mammal that is also Pollen be considered a subcategory of 'Macroalgae'?, \nFalse
Can Leaf that is also VegetationCover be considered a subcategory of 'Phytoplankton'?, \nFalse
Can Litter that is also MarineBird be considered a subcategory of 'Invertebrate'?, \nFalse
Can Bacteria that is also Vertebrate be considered a subcategory of 'Human'?, \nFalse
Can Diatom that is also Phytoplankton be considered a subcategory of 'Animal'?, \nFalse
Can Chlorophyll that is also Vertebrate be considered a subcategory of 'Diatom'?, \nFalse
Can BlueGreenAlgae that is also Coral be considered a subcategory of 'MarineInvertebrate'?, \nFalse
Can ExoticVegetation that is also Mammal be considered a subcategory of 'Moss'?, \nFalse
Can Lichen that is also Radiolarian be considered a subcategory of 'MarineMicrobiota'?, \nFalse
Can Centipede that is also FungiTaxonomy be considered a subcategory of 'Arachnid'?, \nFalse
Can SlimeMold that is also Sponge be considered a subcategory of 'Jellyfish'?, \nFalse
Can Macrophyte that is also Yeast be considered a subcategory of 'DominantSpecies'?, \nFalse
Can Litter that is also Microphyte be considered a subcategory of 'Sponge'?, \nFalse
Can Microalgae that is also Vertebrate be considered a subcategory of 'Bird'?, \nFalse
Can Conifer that is also Sporozoan be considered a subcategory of 'FloweringPlant'?, \nFalse
Can Roundworm that is also TreeRing be considered a subcategory of 'Anemone'?, \nFalse
Can Echinoderm that is also Plant be considered a subcategory of 'Vegetation'?, \nFalse
Can Mushroom that is also Pollen be considered a subcategory of 'Algae'?, \nFalse
Can Jellyfish that is also VegetationCover be considered a subcategory of 'Radiolarian'?, \nFalse
Can Flagellate that is also MarineMammal be considered a subcategory of 'Microalgae'?, \nFalse
Can Algae that is also SegmentedWorm be considered a subcategory of 'MarineInvertebrate'?, \nFalse
Can Phytoplankton that is also Pollen be considered a subcategory of 'Fish'?, \nFalse
Can Bird that is also Reptile be considered a subcategory of 'TreeRing'?, \nFalse
Can Animal that is also Mollusk be considered a subcategory of 'ExoticVegetation'?, \nFalse
Can Coccolithophore that is also Leaf be considered a subcategory of 'Animal'?, \nFalse
Can IndigenousSpecies that is also Invertebrate be considered a subcategory of 'Ciliate'?, \nFalse
Can Amphibian that is also EvergreenVegetation be considered a subcategory of 'FungiTaxonomy'?, \nFalse
Can ExoticVegetation that is also Fungi be considered a subcategory of 'MarinePlant'?, \nFalse
Can DeciduousVegetation that is also Diatom be considered a subcategory of 'Vertebrate'?, \nFalse
Can Reptile that is also TreeRing be considered a subcategory of 'DominantSpecies'?, \nFalse
Can Conifer that is also Nutrient be considered a subcategory of 'Jellyfish'?, \nFalse
Can Lichen that is also Poultry be considered a subcategory of 'Bird'?, \nFalse
Can Diatom that is also Radiolarian be considered a subcategory of 'Sponge'?, \nFalse
Can Radiolarian that is also Vertebrate be considered a subcategory of 'Arachnid'?, \nFalse
Can MarineInvertebrate that is also SlimeMold be considered a subcategory of 'Fungi'?, \nFalse
Can Amoebae that is also Moss be considered a subcategory of 'Canopy'?, \nFalse
Can IndigenousSpecies that is also Moss be considered a subcategory of 'Microbiota'?, \nFalse
Can Foraminifer that is also TreeRing be considered a subcategory of 'VegetationSpecies'?, \nFalse
Can Echinoderm that is also MarineMammal be considered a subcategory of 'VegetationCover'?, \nFalse
Can Arachnid that is also VegetationCover be considered a subcategory of 'Flatworm'?, \nFalse
Can Bird that is also Chlorophyll be considered a subcategory of 'Amphibian'?, \nFalse
Can BlueGreenAlgae that is also Jellyfish be considered a subcategory of 'Millipede'?, \nFalse
Can IndigenousVegetation that is also MarineMicrobiota be considered a subcategory of 'Lichen'?, \nFalse
Can Lichen that is also Liverwort be considered a subcategory of 'Dairy'?, \nFalse
Can FungiTaxonomy that is also MarineAnimal be considered a subcategory of 'Litter'?, \nFalse
Can Flatworm that is also Sponge be considered a subcategory of 'Protist'?, \nFalse
Can Microalgae that is also Poultry be considered a subcategory of 'Zooplankton'?, \nFalse
Can Crustacean that is also Litter be considered a subcategory of 'Insect'?, \nFalse
Can Arthropod that is also Vertebrate be considered a subcategory of 'Chlorophyll'?, \nFalse
Can Centipede that is also Macrophyte be considered a subcategory of 'IndigenousVegetation'?, \nTrue
Can Centipede that is also Macrophyte be considered a subcategory of 'VegetationCover'?, \nFalse
Can Centipede that is also Macrophyte be considered a subcategory of 'Microalgae'?, \nFalse
Can Centipede that is also Macrophyte be considered a subcategory of 'Fungi'?, \nFalse
Can Centipede that is also Macrophyte be considered a subcategory of 'Arachnid'?, \nFalse
Can Centipede that is also Macrophyte be considered a subcategory of 'VegetationSpecies'?, \nTrue
Can Macrophyte be considered a subcategory of 'VegetationSpecies'?, \nTrue
Can Macrophyte be considered a subcategory of 'VegetationCover'?, \nTrue
Can Macrophyte be considered a subcategory of 'VegetationCover that is also VegetationSpecies'?, \nFalse
Can Macrophyte be considered a subcategory of 'Microalgae'?, \nFalse
Can Macrophyte be considered a subcategory of 'Fungi'?, \nFalse
Can Macrophyte be considered a subcategory of 'Arachnid'?, \nFalse
Can Macrophyte be considered a subcategory of 'Livestock'?, \nFalse
Can Macrophyte be considered a subcategory of 'Sponge'?, \nFalse
Can Macrophyte be considered a subcategory of 'Flatworm'?, \nFalse
Can Macrophyte be considered a subcategory of 'Diatom'?, \nFalse
Can Macrophyte be considered a subcategory of 'FungiTaxonomy'?, \nFalse
Can Macrophyte be considered a subcategory of 'MarinePlant'?, \nTrue
Can Macrophyte be considered a subcategory of 'MarinePlant that is also VegetationSpecies'?, \nTrue
Can Macrophyte be considered a subcategory of 'Moss'?, \nFalse
Can Macrophyte be considered a subcategory of 'Vertebrate'?, \nFalse
Can Macrophyte be considered a subcategory of 'Radiolarian'?, \nFalse
Can Macrophyte be considered a subcategory of 'Human'?, \nFalse
Can Macrophyte be considered a subcategory of 'MarineMicrobiota'?, \nFalse
Can Macrophyte be considered a subcategory of 'Animal'?, \nFalse
Can Macrophyte be considered a subcategory of 'Flagellate'?, \nFalse
Can Macrophyte be considered a subcategory of 'Poultry'?, \nFalse
Can Macrophyte be considered a subcategory of 'MarineMammal'?, \nFalse
Can Macrophyte be considered a subcategory of 'Amphibian'?, \nFalse
Can Macrophyte be considered a subcategory of 'Millipede'?, \nFalse
Can Macrophyte be considered a subcategory of 'Plankton'?, \nFalse
