Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, True
lives_in some (Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing) SubClassOf Egg, \nTrue
lives_in some (Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing) SubClassOf Egg, \nTrue
lives_in some (Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing) SubClassOf Egg, \nTrue
lives_in some (Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing) SubClassOf Egg, \nTrue
lives_in some (Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing) SubClassOf Egg, \nTrue
lives_in some (Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing) SubClassOf Egg, \nTrue
lives_in some (Meat and Plant and Reptile and Vertebrate and Water and Wing) SubClassOf Egg, \nTrue
lives_in some (Plant and Reptile and Vertebrate and Water and Wing) SubClassOf Egg, \nTrue
lives_in some (Reptile and Vertebrate and Water and Wing) SubClassOf Egg, \nTrue
lives_in some (Vertebrate and Water and Wing) SubClassOf Egg, \nTrue
lives_in some (Water and Wing) SubClassOf Egg, \nTrue
lives_in some Wing SubClassOf Egg, True
lives_in some Thing SubClassOf Egg, True
Bird SubClassOf lays some Backbone, True
Egg SubClassOf lays some Backbone, True
Thing and (lays some Backbone) SubClassOf Thing and (lays some Backbone), True
Plant SubClassOf Backbone, True
Plant SubClassOf Egg, \nFalse
Plant SubClassOf Meat, False
Plant SubClassOf Carnivore, True
Plant SubClassOf Backbone and Carnivore, True
Plant SubClassOf Water, True
Plant SubClassOf Backbone and Carnivore and Water, \nTrue
Plant SubClassOf Animal, \nFalse
Plant SubClassOf Reptile, False
Plant SubClassOf Vertebrate, False
Plant SubClassOf Cat, \nFalse
Plant SubClassOf Fish, False
Plant SubClassOf Mammal, False.
Plant SubClassOf Herbivore, True
Plant SubClassOf Backbone and Carnivore and Herbivore and Water, \nTrue
Plant SubClassOf Leg, True
Plant SubClassOf Backbone and Carnivore and Herbivore and Leg and Water, \nTrue
Plant SubClassOf Elephant, False
Plant SubClassOf Bird, True
Plant SubClassOf Backbone and Bird and Carnivore and Herbivore and Leg and Water, \nTrue
Plant SubClassOf Wing, True
Plant SubClassOf Backbone and Bird and Carnivore and Herbivore and Leg and Water and Wing, \nTrue
Fish and Leg SubClassOf Vertebrate, True
Fish and Leg SubClassOf Egg, True
Fish SubClassOf Egg, True
Fish SubClassOf Meat, \nFalse
Fish SubClassOf Carnivore, True
Fish SubClassOf Carnivore and Egg, True
Fish SubClassOf Water, True
Fish SubClassOf Carnivore and Egg and Water, \nTrue
Fish SubClassOf Animal, True
Fish SubClassOf Animal and Carnivore and Egg and Water, \nTrue
Fish SubClassOf Reptile, False
Fish SubClassOf Plant, False
Fish SubClassOf Vertebrate, True
Fish SubClassOf Animal and Carnivore and Egg and Vertebrate and Water, \nTrue
Fish SubClassOf Cat, False
Fish SubClassOf Mammal, \nFalse
Fish SubClassOf Herbivore, True
Fish SubClassOf Animal and Carnivore and Egg and Herbivore and Vertebrate and Water, \nTrue
Fish SubClassOf Leg, True
Fish SubClassOf Animal and Carnivore and Egg and Herbivore and Leg and Vertebrate and Water, \nTrue
Fish SubClassOf Elephant, \nFalse
Fish SubClassOf Bird, True
Fish SubClassOf Animal and Bird and Carnivore and Egg and Herbivore and Leg and Vertebrate and Water, \nTrue
Fish SubClassOf Backbone, True
Fish SubClassOf Animal and Backbone and Bird and Carnivore and Egg and Herbivore and Leg and Vertebrate and Water, \nTrue
Fish SubClassOf Wing, \nFalse
has_part some Cat SubClassOf Water, True
has_part some Cat SubClassOf Egg, True
Thing SubClassOf Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), \nTrue
Thing and (has_part some Animal) and (has_part some (Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), \nTrue
Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), \nTrue
Thing and (has_part some (Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, \nTrue
Thing and (has_part some (Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
Thing and (has_part some (Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
Thing and (has_part some (Water and Wing and Thing)) SubClassOf Egg, True
Thing and (has_part some (Wing and Thing)) SubClassOf Egg, True
Thing and (has_part some Thing) SubClassOf Egg, True
Mammal and Vertebrate SubClassOf Wing, \nFalse
Animal SubClassOf lays some Vertebrate, True
Egg SubClassOf lays some Vertebrate, True
Thing and (lays some Vertebrate) SubClassOf Thing and (lays some Vertebrate), \nTrue
Mammal SubClassOf Vertebrate, True
Mammal SubClassOf Egg, \nFalse
Mammal SubClassOf Meat, \nTrue
Mammal SubClassOf Meat and Vertebrate, True
Mammal SubClassOf Carnivore, True
Mammal SubClassOf Carnivore and Meat and Vertebrate, \nTrue
Mammal SubClassOf Water, \nFalse
Mammal SubClassOf Animal, True
Mammal SubClassOf Animal and Carnivore and Meat and Vertebrate, \nTrue
Mammal SubClassOf Reptile, \nFalse
Mammal SubClassOf Plant, False.
Mammal SubClassOf Cat, True
Mammal SubClassOf Animal and Carnivore and Cat and Meat and Vertebrate, \nTrue
Mammal SubClassOf Fish, False
Mammal SubClassOf Herbivore, True
Mammal SubClassOf Animal and Carnivore and Cat and Herbivore and Meat and Vertebrate, \nTrue
Mammal SubClassOf Leg, \nFalse
Mammal SubClassOf Elephant, True
Mammal SubClassOf Animal and Carnivore and Cat and Elephant and Herbivore and Meat and Vertebrate, \nTrue
Mammal SubClassOf Bird, True
Mammal SubClassOf Animal and Bird and Carnivore and Cat and Elephant and Herbivore and Meat and Vertebrate, \nTrue
Mammal SubClassOf Backbone, True
Mammal SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Meat and Vertebrate, \nTrue
Mammal SubClassOf Wing, \nFalse
lays some Vertebrate SubClassOf Leg, True
lays some Vertebrate SubClassOf Egg, True
Vertebrate SubClassOf Egg, True
Vertebrate SubClassOf Meat, True
Vertebrate SubClassOf Egg and Meat, True
Vertebrate SubClassOf Carnivore, True
Vertebrate SubClassOf Carnivore and Egg and Meat, True
Vertebrate SubClassOf Water, True
Vertebrate SubClassOf Carnivore and Egg and Meat and Water, \nTrue
Vertebrate SubClassOf Animal, True
Vertebrate SubClassOf Animal and Carnivore and Egg and Meat and Water, \nTrue
Vertebrate SubClassOf Reptile, True
Vertebrate SubClassOf Animal and Carnivore and Egg and Meat and Reptile and Water, \nTrue
Vertebrate SubClassOf Plant, False
Vertebrate SubClassOf Cat, True
Vertebrate SubClassOf Animal and Carnivore and Cat and Egg and Meat and Reptile and Water, \nTrue
Vertebrate SubClassOf Fish, True
Vertebrate SubClassOf Animal and Carnivore and Cat and Egg and Fish and Meat and Reptile and Water, \nTrue
Vertebrate SubClassOf Mammal, True
Vertebrate SubClassOf Animal and Carnivore and Cat and Egg and Fish and Mammal and Meat and Reptile and Water, \nTrue
Vertebrate SubClassOf Herbivore, True
Vertebrate SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Mammal and Meat and Reptile and Water, \nTrue
Vertebrate SubClassOf Leg, True
Vertebrate SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Water, \nTrue
Vertebrate SubClassOf Elephant, True
Vertebrate SubClassOf Animal and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Water, \nTrue
Vertebrate SubClassOf Bird, True
Vertebrate SubClassOf Animal and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Water, \nTrue
Vertebrate SubClassOf Backbone, True
Vertebrate SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Water, \nTrue
Vertebrate SubClassOf Wing, True
Vertebrate SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Water and Wing, \nTrue
lays some Wing SubClassOf Herbivore, True
lays some Wing SubClassOf Egg, True
Wing SubClassOf Egg, True
Wing SubClassOf Meat, \nTrue
Wing SubClassOf Egg and Meat, True
Wing SubClassOf Carnivore, True
Wing SubClassOf Carnivore and Egg and Meat, \nTrue
Wing SubClassOf Water, True
Wing SubClassOf Carnivore and Egg and Meat and Water, \nTrue
Wing SubClassOf Animal, True
Wing SubClassOf Animal and Carnivore and Egg and Meat and Water, \nTrue
Wing SubClassOf Reptile, True
Wing SubClassOf Animal and Carnivore and Egg and Meat and Reptile and Water, \nTrue
Wing SubClassOf Plant, True
Wing SubClassOf Animal and Carnivore and Egg and Meat and Plant and Reptile and Water, \nTrue
Wing SubClassOf Vertebrate, True
Wing SubClassOf Animal and Carnivore and Egg and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Wing SubClassOf Cat, True
Wing SubClassOf Animal and Carnivore and Cat and Egg and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Wing SubClassOf Fish, True
Wing SubClassOf Animal and Carnivore and Cat and Egg and Fish and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Wing SubClassOf Mammal, True
Wing SubClassOf Animal and Carnivore and Cat and Egg and Fish and Mammal and Meat and Plant and Reptile and Vertebrate and Water, \nHere
Wing SubClassOf Herbivore, True
Wing SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Wing SubClassOf Leg, True
Wing SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Wing SubClassOf Elephant, \nFalse
Wing SubClassOf Bird, True
Wing SubClassOf Animal and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
