HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure, \nTrue
DepressionMeasure SubClassOf WeightLoss, \nFalse
DepressionMeasure SubClassOf Gender, False
DepressionMeasure SubClassOf HamiltonAnxietyScore, \nFalse
DepressionMeasure SubClassOf SatietyDecrease, \nFalse
DepressionMeasure SubClassOf Weigth, False
DepressionMeasure SubClassOf Race, False
DepressionMeasure SubClassOf WeigthGain, \nFalse
DepressionMeasure SubClassOf AsthmaFrequency, \nFalse
DepressionMeasure SubClassOf DecreasedGeneExpression, \nFalse
DepressionMeasure SubClassOf PharmacodynamicMeasure, \nFalse
DepressionMeasure SubClassOf ModerateRemission, \nFalse
DepressionMeasure SubClassOf TissueMeasure, \nFalse
DepressionMeasure SubClassOf MontgomeryAsbergDepressionRating, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and MontgomeryAsbergDepressionRating and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf HighReductionInChildDepressionScore, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and HighReductionInChildDepressionScore and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ZeroRemission, \nFalse
DepressionMeasure SubClassOf DoseFrequency, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and DoseFrequency and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf HamiltonAnxietyScoreDifference, \nFalse
DepressionMeasure SubClassOf DrugEfficacy, \nFalse
DepressionMeasure SubClassOf WeightMeasure, \nFalse
DepressionMeasure SubClassOf CoagulationProfile, \nFalse
DepressionMeasure SubClassOf LowReductionInHamiltonDepressionScore, \nFalse
DepressionMeasure SubClassOf BloodPressure, \nFalse
DepressionMeasure SubClassOf PulmonaryFunctionMeasure, \nFalse
DepressionMeasure SubClassOf SatietyIncrease, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and SatietyIncrease and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf LowHamiltonDepressionScore, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and LowHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf BoneMineralDensity, \nFalse
DepressionMeasure SubClassOf NormalGeneExpression, \nFalse
DepressionMeasure SubClassOf ReninAngiotensinSystemMeasure, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and ReninAngiotensinSystemMeasure and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf BloodSerumProteinCount, \nFalse
DepressionMeasure SubClassOf AnxietyMeasure, \nFalse
DepressionMeasure SubClassOf HamiltonDepressionScore, \nFalse
DepressionMeasure SubClassOf SideEffectRate, \nFalse
DepressionMeasure SubClassOf GeneExpression, \nFalse
DepressionMeasure SubClassOf Dose, False
DepressionMeasure SubClassOf SatietyMeasure, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and SatietyMeasure and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf LowerDiseaseSusceptibilityOdds, \nFalse
DepressionMeasure SubClassOf SideEffectFrequency, \nFalse
DepressionMeasure SubClassOf MyocardialInfarctionFrequency, \nFalse
DepressionMeasure SubClassOf ZeroDrugEfficacy, \nFalse
DepressionMeasure SubClassOf Satiety, \nFalse
DepressionMeasure SubClassOf ClinicalOutcomeMeasure, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ClinicalOutcomeMeasure and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf LipidProfile, \nFalse
DepressionMeasure SubClassOf BodyMassIndexDecrease, \nFalse
DepressionMeasure SubClassOf HighDrugEfficacy, False
DepressionMeasure SubClassOf BodyMassIndexIncrease, \nFalse
DepressionMeasure SubClassOf _24HourBloodPressure, \nFalse
DepressionMeasure SubClassOf HighReductionInHamiltonDepressionScore, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and HighReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf BodyMassIndex, \nFalse
DepressionMeasure SubClassOf DrugEfficacyMeasure, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and DrugEfficacyMeasure and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf BiophysicalMeasure, \nTrue
DepressionMeasure SubClassOf BiophysicalMeasure and ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScoreDifference, \nFalse
DepressionMeasure SubClassOf LowReductionInHamiltonAnxietyScore, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and LowReductionInHamiltonAnxietyScore and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionMeasure, \nTrue
DepressionMeasure SubClassOf ChildDepressionMeasure and ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf HamiltonDepressionScoreDifference, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HamiltonDepressionScoreDifference and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf HighRemissionOddsRatio, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and HighRemissionOddsRatio and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf LowDrugEfficacy, \nFalse
DepressionMeasure SubClassOf ErythromycinClearanceMeasure, \nFalse
DepressionMeasure SubClassOf LowReductionInMontgomeryAsbergDepressionRating, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and LowReductionInMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ModerateReductionInChildDepressionScore, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInChildDepressionScore and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ASAAConcentration, \nFalse
DepressionMeasure SubClassOf ModerateReductionInHamiltonDepressionScore, \nFalse
DepressionMeasure SubClassOf SimilarRemissionOddsRatio, \nFalse
DepressionMeasure SubClassOf EventFreeSurvivalTime, \nFalse
DepressionMeasure SubClassOf LowRemissionOddsRatio, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and LowRemissionOddsRatio and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf HomocysteineLevel, \nFalse
DepressionMeasure SubClassOf SideEffectMeasure, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and SideEffectMeasure and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf RemissionOddsRatio, \nTrue
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and RemissionOddsRatio and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ERVisitFrequency and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and HighRemission and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ExerciseResponse and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and HighReductionInMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and QualityOfLife and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf AirwayResponsivenessUsingMethacholine and ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and HighReductionInHamiltonAnxietyScore and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and LowReductionInChildDepressionScore and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighHamiltonDepressionScore and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and HigherDiseaseSusceptibiltyOdds and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HamiltonDepressionMeasure and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and PharmacokineticMeasure and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and LowMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and RemissionMeasure and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf BiologicalMeasure and ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ASAAMeasure and ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and MontgomeryAsbergDepressionRatingDifference and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and IncreasedGeneExpression and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and SimilarDiseaseSusceptibilityOdds and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and DiseaseFrequency and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and MontgomeryAsbergDepressionMeasure and RemissionFrequency and TaxonomicMeasure, \nHere
DepressionMeasure SubClassOf ChildDepressionScore and ForcedExperiatoryVolume and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and RemissionFrequency and TaxonomicMeasure, \nHere
CellCount and DrugClearance SubClassOf HighReductionInHamiltonAnxietyScore, \nFalse
CellCount and Weigth SubClassOf SimilarDiseaseSusceptibilityOdds, \nTrue
CellCount and Weigth SubClassOf ChildDepressionScore, \nFalse
CellCount and Weigth SubClassOf MolecularMeasure, \nTrue
CellCount SubClassOf MolecularMeasure, \nFalse
Weigth SubClassOf MolecularMeasure, \nFalse
ChildDepressionScoreDifference and LowHamiltonDepressionScore SubClassOf Race, \nFalse
CellCount and SimilarRemissionOddsRatio SubClassOf SatietyMeasure, \nTrue
