Neuron and StructuralCell SubClassOf Erythrocyte, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, True
Can Miocyte be considered a subcategory of 'ChondroCyte'?, True
Can Miocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also ChondroCyte that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also Erythrocyte that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also CirculatingCell that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also LeafCell that is also MatureCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, True
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, True
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also Neuron that is also Osteocyte that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also ChondroBlast that is also InMatureCell that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also MioBlast that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also InMatureCell that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also InMatureCell that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also ElectricallyActiveCell that is also InMatureCell that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also ChondroCyte that is also InMatureCell that is also LeafCell that is also Neuron that is also PhotoreceptorCell that is also SclerenchymaCell'?, True
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?, True
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'SclerenchymaCell'?, True
Can Osteocyte be considered a subcategory of 'SclerenchymaCell'?, True
Can Osteocyte be considered a subcategory of 'LeafCell'?, True
Can Osteocyte be considered a subcategory of 'LeafCell that is also SclerenchymaCell'?, True
Can Osteocyte be considered a subcategory of 'Erythrocyte'?, False.
Can Osteocyte be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'CirculatingCell'?, True
Can Osteocyte be considered a subcategory of 'CirculatingCell that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'PlantCell'?, True
Can Osteocyte be considered a subcategory of 'LeafCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'CellByClass'?, True
Can Osteocyte be considered a subcategory of 'CellByClass that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'MatureCell'?, True
Can Osteocyte be considered a subcategory of 'LeafCell that is also MatureCell that is also SclerenchymaCell'?, True
Can Osteocyte be considered a subcategory of 'AnimalCell'?, True
Can Osteocyte be considered a subcategory of 'AnimalCell that is also LeafCell that is also MatureCell that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'Cell'?, True
Can Osteocyte be considered a subcategory of 'Cell that is also LeafCell that is also MatureCell that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'Miocyte'?, True
Can Osteocyte be considered a subcategory of 'LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, True
Can Osteocyte be considered a subcategory of 'InMatureCell'?, True
Can Osteocyte be considered a subcategory of 'InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, True
Can Osteocyte be considered a subcategory of 'ChondroBlast'?, True
Can Osteocyte be considered a subcategory of 'ChondroBlast that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'MioBlast'?, True
Can Osteocyte be considered a subcategory of 'InMatureCell that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'CellByDevelopmentStage'?, True
Can Osteocyte be considered a subcategory of 'CellByDevelopmentStage that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'PhotoreceptorCell'?, True
Can Osteocyte be considered a subcategory of 'InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'CellByOrganism'?, True
Can Osteocyte be considered a subcategory of 'CellByOrganism that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?, True
Can Osteocyte be considered a subcategory of 'ElectricallyActiveCell that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'StructuralCell'?, True
Can Osteocyte be considered a subcategory of 'InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'Neuron'?, True
Can Osteocyte be considered a subcategory of 'InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also Neuron that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'ChondroCyte'?, True
Can Osteocyte be considered a subcategory of 'ChondroCyte that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'CirculatingCell that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'CellByClass that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'AnimalCell that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, True
Can Osteocyte be considered a subcategory of 'AnimalCell that is also Cell that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'AnimalCell that is also ChondroBlast that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'AnimalCell that is also InMatureCell that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'AnimalCell that is also CellByDevelopmentStage that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'AnimalCell that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'AnimalCell that is also CellByOrganism that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'AnimalCell that is also ElectricallyActiveCell that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Osteocyte be considered a subcategory of 'AnimalCell that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
