Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?, \nFalse
MarineBird SubClassOf Animal and MarineMicrobiota and Poultry and Vertebrate, \nFalse
MarineBird SubClassOf MarineMammal, \nFalse
MarineBird SubClassOf Amphibian, \nFalse
MarineBird SubClassOf Millipede, \nFalse
MarineBird SubClassOf Plankton, \nFalse
MarineBird SubClassOf Roundworm, \nFalse
MarineBird SubClassOf Microphyte, \nFalse
MarineBird SubClassOf SlimeMold, \nFalse
MarineBird SubClassOf Microbiota, \nFalse
MarineBird SubClassOf MicrobiotaTaxonomy, \nTrue
MarineBird SubClassOf Animal and MarineMicrobiota and MicrobiotaTaxonomy and Vertebrate, \nTrue
MarineBird SubClassOf Coccolithophore, \nFalse
MarineBird SubClassOf Lichen, \nFalse
MarineBird SubClassOf Leaf, \nFalse
MarineBird SubClassOf Pollen, \nFalse
MarineBird SubClassOf Mushroom, \nFalse
MarineBird SubClassOf Fish, True
MarineBird SubClassOf Animal and Fish and MarineMicrobiota and MicrobiotaTaxonomy and Vertebrate, \nFalse
MarineBird SubClassOf Reptile, \nFalse
MarineBird SubClassOf MarineAnimal, True
MarineBird SubClassOf Animal and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Vertebrate, \nTrue
MarineBird SubClassOf Macroalgae, \nFalse
MarineBird SubClassOf Foraminifer, \nTrue
MarineBird SubClassOf Animal and Foraminifer and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Vertebrate, \nTrue
MarineBird SubClassOf Dairy, \nFalse
MarineBird SubClassOf Liverwort, \nFalse
MarineBird SubClassOf Crustacean, \nFalse
MarineBird SubClassOf Canopy, False
MarineBird SubClassOf Coral, \nFalse
MarineBird SubClassOf ExoticVegetation, \nFalse
MarineBird SubClassOf Macrophyte, \nFalse
MarineBird SubClassOf SegmentedWorm, \nFalse
MarineBird SubClassOf LivingThing, \nTrue
MarineBird SubClassOf Animal and Foraminifer and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Vertebrate, \nTrue
MarineBird SubClassOf Bird, \nTrue
MarineBird SubClassOf Animal and Bird and Foraminifer and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Vertebrate, \nTrue
MarineBird SubClassOf Fern, \nFalse
MarineBird SubClassOf DominantSpecies, \nFalse
MarineBird SubClassOf BlueGreenAlgae, \nFalse
MarineBird SubClassOf EvergreenVegetation, \nTrue
MarineBird SubClassOf Animal and Bird and EvergreenVegetation and Foraminifer and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Vertebrate, \nHere
MarineBird SubClassOf TreeRing, \nFalse
MarineBird SubClassOf Vegetation, \nFalse
MarineBird SubClassOf ExoticSpecies, \nFalse
MarineBird SubClassOf Litter, \nFalse
MarineBird SubClassOf Crown, \nTrue
MarineBird SubClassOf Animal and Bird and Crown and Foraminifer and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Vertebrate, \nFalse
MarineBird SubClassOf Jellyfish, \nFalse
MarineBird SubClassOf Invertebrate, \nTrue
MarineBird SubClassOf Animal and Bird and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Vertebrate, \nTrue
MarineBird SubClassOf Anemone, \nFalse
MarineBird SubClassOf Ciliate, \nFalse
MarineBird SubClassOf Zooplankton, \nTrue
MarineBird SubClassOf Animal and Bird and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Vertebrate and Zooplankton, \nHere
MarineBird SubClassOf FloweringPlant, \nFalse
MarineBird SubClassOf Sporozoan, \nTrue
MarineBird SubClassOf Animal and Bird and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Sporozoan and Vertebrate, \nTrue
MarineBird SubClassOf IndigenousVegetation, \nFalse
MarineBird SubClassOf Nutrient, \nFalse
MarineBird SubClassOf IndigenousSpecies, \nFalse
MarineBird SubClassOf MarineInvertebrate, \nTrue
MarineBird SubClassOf Animal and Bird and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Sporozoan and Vertebrate, \nHere
MarineBird SubClassOf Conifer, \nFalse
MarineBird SubClassOf Yeast, \nFalse
MarineBird SubClassOf Mammal, \nFalse
MarineBird SubClassOf Protist, \nTrue
MarineBird SubClassOf Animal and Bird and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Protist and Sporozoan and Vertebrate, \nFalse
MarineBird SubClassOf Centipede, \nFalse
MarineBird SubClassOf Crop, \nFalse
MarineBird SubClassOf Algae, \nFalse
MarineBird SubClassOf Arthropod, \nTrue
MarineBird SubClassOf Animal and Arthropod and Bird and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Sporozoan and Vertebrate, \nTrue
MarineBird SubClassOf Chlorophyll, \nFalse
MarineBird SubClassOf Mollusk, \nFalse
MarineBird SubClassOf Echinoderm, \nFalse
MarineBird SubClassOf Plant, \nFalse
MarineBird SubClassOf Amoebae, \nFalse
MarineBird SubClassOf Insect, \nFalse
MarineBird SubClassOf Mold, \nFalse
MarineBird SubClassOf Bacteria, \nFalse
MarineBird SubClassOf DeciduousVegetation, \nFalse
MarineBird SubClassOf Phytoplankton, \nFalse
MarineBird SubClassOf Animal and Arthropod and Bird and Foraminifer and Human and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Sporozoan and Vertebrate, \nFalse
MarineBird SubClassOf Animal and Arthropod and Bird and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Poultry and Sporozoan and Vertebrate, \nHere
MarineBird SubClassOf Animal and Arthropod and Bird and Fish and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Sporozoan and Vertebrate, \nTrue
MarineBird SubClassOf Animal and Arthropod and Bird and EvergreenVegetation and Fish and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Sporozoan and Vertebrate, \nHere
MarineBird SubClassOf Animal and Arthropod and Bird and Crown and Fish and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Sporozoan and Vertebrate, \nFalse
MarineBird SubClassOf Animal and Arthropod and Bird and Fish and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Sporozoan and Vertebrate and Zooplankton, \nHere
MarineBird SubClassOf Animal and Arthropod and Bird and Fish and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and MicrobiotaTaxonomy and Sporozoan and Vertebrate, \nFalse
MarineBird SubClassOf Animal and Arthropod and Bird and Fish and Foraminifer and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and MicrobiotaTaxonomy and Protist and Sporozoan and Vertebrate, \nFalse
Crustacean and Lichen SubClassOf Crown, \nFalse
DominantSpecies and Reptile SubClassOf Macrophyte, \nFalse
Microphyte and VegetationSpecies SubClassOf Livestock, \nFalse
Bacteria and Radiolarian SubClassOf Amoebae, \nFalse
Human and Mammal SubClassOf Crustacean, \nFalse
Invertebrate and Plankton SubClassOf Phytoplankton, \nFalse
BlueGreenAlgae and FloweringPlant SubClassOf Vertebrate, \nFalse
Crop and ExoticSpecies SubClassOf Human, \nFalse
Amoebae and Microbiota SubClassOf BlueGreenAlgae, \nFalse
Bird and BlueGreenAlgae SubClassOf VegetationCover, \nFalse
Flatworm and Vegetation SubClassOf Flagellate, \nFalse
VegetationCover and Zooplankton SubClassOf Canopy, \nFalse
Jellyfish and Zooplankton SubClassOf Mold, \nFalse
Echinoderm and IndigenousSpecies SubClassOf EvergreenVegetation, \nFalse
Crown and Sponge SubClassOf Coccolithophore, \nTrue
Crown and Sponge SubClassOf VegetationCover, \nTrue
Sponge SubClassOf VegetationCover, \nTrue
Sponge SubClassOf Microalgae, \nTrue
Sponge SubClassOf Microalgae and VegetationCover, \nFalse
Sponge SubClassOf Fungi, \nTrue
Sponge SubClassOf Fungi and VegetationCover, \nTrue
Sponge SubClassOf Arachnid, \nTrue
Sponge SubClassOf Arachnid and Fungi and VegetationCover, \nTrue
Sponge SubClassOf VegetationSpecies, \nTrue
Sponge SubClassOf Arachnid and Fungi and VegetationCover and VegetationSpecies, \nTrue
Sponge SubClassOf Livestock, \nFalse
Sponge SubClassOf Flatworm, \nTrue
Sponge SubClassOf Arachnid and Flatworm and Fungi and VegetationCover and VegetationSpecies, \nThe
Sponge SubClassOf Diatom, \nFalse
Sponge SubClassOf FungiTaxonomy, \nTrue
Sponge SubClassOf Arachnid and Fungi and FungiTaxonomy and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf MarinePlant, \nTrue
Sponge SubClassOf Arachnid and Fungi and MarinePlant and VegetationCover and VegetationSpecies, \nTrue
Sponge SubClassOf Moss, True
Sponge SubClassOf Arachnid and Fungi and MarinePlant and Moss and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf Vertebrate, \nTrue
Sponge SubClassOf Arachnid and Fungi and MarinePlant and VegetationCover and VegetationSpecies and Vertebrate, \nHere
Sponge SubClassOf Radiolarian, \nTrue
Sponge SubClassOf Arachnid and Fungi and MarinePlant and Radiolarian and VegetationCover and VegetationSpecies, \nThe
Sponge SubClassOf Human, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarinePlant and VegetationCover and VegetationSpecies, \nTrue
Sponge SubClassOf MarineMicrobiota, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarineMicrobiota and MarinePlant and VegetationCover and VegetationSpecies, \n1
Sponge SubClassOf Animal, \nTrue
Sponge SubClassOf Animal and Arachnid and Fungi and Human and MarinePlant and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf Flagellate, \nTrue
Sponge SubClassOf Arachnid and Flagellate and Fungi and Human and MarinePlant and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf Poultry, \nFalse
Sponge SubClassOf MarineMammal, True
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and VegetationCover and VegetationSpecies, \nTrue
Sponge SubClassOf Amphibian, \nTrue
Sponge SubClassOf Amphibian and Arachnid and Fungi and Human and MarineMammal and MarinePlant and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf Millipede, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and Millipede and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf Plankton, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and Plankton and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf Roundworm, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and Roundworm and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf Microphyte, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and Microphyte and VegetationCover and VegetationSpecies, \nTrue
Sponge SubClassOf SlimeMold, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and Microphyte and SlimeMold and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf Microbiota, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and VegetationCover and VegetationSpecies, \nTrue
Sponge SubClassOf MicrobiotaTaxonomy, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf Coccolithophore, \nTrue
Sponge SubClassOf Arachnid and Coccolithophore and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and VegetationCover and VegetationSpecies, \nThe
Sponge SubClassOf Lichen, \nFalse
Sponge SubClassOf Leaf, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and Leaf and MarineMammal and MarinePlant and Microbiota and Microphyte and VegetationCover and VegetationSpecies, \n statement
Sponge SubClassOf Pollen, \nFalse
Sponge SubClassOf Mushroom, \nFalse
Sponge SubClassOf Fish, \nTrue
Sponge SubClassOf Arachnid and Fish and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf Reptile, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and VegetationCover and VegetationSpecies, \nTrue
Sponge SubClassOf MarineAnimal, True
Sponge SubClassOf Arachnid and Fungi and Human and MarineAnimal and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf Macroalgae, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and Macroalgae and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf Foraminifer, \nFalse
Sponge SubClassOf Dairy, \nFalse
Sponge SubClassOf Liverwort, \nFalse
Sponge SubClassOf Crustacean, \nTrue
Sponge SubClassOf Arachnid and Crustacean and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf Canopy, \nTrue
Sponge SubClassOf Arachnid and Canopy and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf Coral, \nTrue
Sponge SubClassOf Arachnid and Coral and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf ExoticVegetation, \nTrue
Sponge SubClassOf Arachnid and ExoticVegetation and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf Macrophyte, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and Macrophyte and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf SegmentedWorm, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and SegmentedWorm and VegetationCover and VegetationSpecies, \nTrue
Sponge SubClassOf LivingThing, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and LivingThing and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and SegmentedWorm and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf Bird, \nTrue
Sponge SubClassOf Arachnid and Bird and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and SegmentedWorm and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf Fern, \nTrue
Sponge SubClassOf Arachnid and Fern and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and SegmentedWorm and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf DominantSpecies, True
Sponge SubClassOf Arachnid and DominantSpecies and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and SegmentedWorm and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf BlueGreenAlgae, \nTrue
Sponge SubClassOf Arachnid and BlueGreenAlgae and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and SegmentedWorm and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf EvergreenVegetation, \nTrue
Sponge SubClassOf Arachnid and EvergreenVegetation and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and SegmentedWorm and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf TreeRing, \nTrue
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and SegmentedWorm and TreeRing and VegetationCover and VegetationSpecies, \nHere
Sponge SubClassOf Vegetation, True
Sponge SubClassOf Arachnid and Fungi and Human and MarineMammal and MarinePlant and Microbiota and Microphyte and Reptile and SegmentedWorm and Vegetation and VegetationCover and VegetationSpecies, \nFalse
Sponge SubClassOf ExoticSpecies, \nTrue
