Neuron and StructuralCell SubClassOf Erythrocyte,  False.
Can InMatureCell that is also LeafCell be considered a subcategory of 'CirculatingCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'Cell'?,  True.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'MatureCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'AnimalCell'?,  True.
Can Miocyte be considered a subcategory of 'AnimalCell'?,  False.
Can CirculatingCell be considered a subcategory of 'AnimalCell'?,  False.
Can InMatureCell that is also Osteocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByClass that is also PlantCell be considered a subcategory of 'MatureCell'?,  False.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'MatureCell'?,  True,
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'CirculatingCell'?,  False.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'CellByClass'?,  True,
Can Cell that is also SclerenchymaCell be considered a subcategory of 'CellByClass'?,  False.
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'LeafCell'?,  False.
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'Osteocyte'?,  False.
Can PhotosyntheticCell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'Osteocyte'?,  False.
Can AnimalCell that is also Neuron be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'AnimalCell'?,  True,
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'PlantCell'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'CellByClass'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'MatureCell'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'AnimalCell'?,  false.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'Neuron'?,  False.
Can PlantCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByOrganism that is also LeafCell be considered a subcategory of 'AnimalCell'?,  False.
Can Cell that is also ChondroBlast be considered a subcategory of 'Neuron'?,  False.
Can AnimalCell that is also MatureCell be considered a subcategory of 'Neuron'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ElectricallyActiveCell that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'ElectricallyActiveCell'?,  True.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'CirculatingCell'?,  False.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'PlantCell'?,  True,
Can PhotoreceptorCell be considered a subcategory of 'PlantCell'?,  False.
Can Erythrocyte that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also MatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can InMatureCell that is also PhotosyntheticCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Neuron that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell that is also CirculatingCell be considered a subcategory of 'LeafCell'?,  False.
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroBlast that is also PhotosyntheticCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroCyte that is also CirculatingCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'Neuron'?,  False.
Can Miocyte that is also StructuralCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Erythrocyte that is also Neuron be considered a subcategory of 'InMatureCell'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'PlantCell'?,  true,
Can CellByClass that is also InMatureCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'CirculatingCell'?,  I cannot
Can CellByClass be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also Miocyte be considered a subcategory of 'InMatureCell'?,  False.
Can ElectricallyActiveCell that is also StructuralCell be considered a subcategory of 'InMatureCell'?,  I cannot
Can CellByOrganism that is also MioBlast be considered a subcategory of 'PlantCell'?,  False.
Can ElectricallyActiveCell that is also Osteocyte be considered a subcategory of 'Miocyte'?,  False.
Can CellByClass that is also LeafCell be considered a subcategory of 'InMatureCell'?,  False.
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'PlantCell'?,  False.
Can Erythrocyte that is also PhotosyntheticCell be considered a subcategory of 'Miocyte'?,  False.
Can Erythrocyte that is also SclerenchymaCell be considered a subcategory of 'Miocyte'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'MatureCell'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'AnimalCell'?,  True.
Can ElectricallyActiveCell be considered a subcategory of 'AnimalCell'?,  False.
Can ChondroCyte be considered a subcategory of 'AnimalCell'?,  True,
Can ChondroCyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte be considered a subcategory of 'LeafCell'?,  False.
Can ChondroCyte be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroCyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroCyte be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroCyte be considered a subcategory of 'PlantCell'?,  False.
Can ChondroCyte be considered a subcategory of 'MatureCell'?,  False.
Can ChondroCyte be considered a subcategory of 'Cell'?,  True.
Can ChondroCyte be considered a subcategory of 'AnimalCell that is also Cell'?,  True,
Can ChondroCyte be considered a subcategory of 'Miocyte'?,  False.
Can ChondroCyte be considered a subcategory of 'InMatureCell'?,  False.
Can ChondroCyte be considered a subcategory of 'ChondroBlast'?,  False.
Can ChondroCyte be considered a subcategory of 'MioBlast'?,  False.
Can ChondroCyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can ChondroCyte be considered a subcategory of 'CellByOrganism'?,  False.
Can ChondroCyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can ChondroCyte be considered a subcategory of 'StructuralCell'?,  True,
Can ChondroCyte be considered a subcategory of 'AnimalCell that is also Cell that is also StructuralCell'?,  True.
Can ChondroCyte be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also PhotoreceptorCell be considered a subcategory of 'PlantCell'?,  False.
Can LeafCell that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also Miocyte be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'AnimalCell'?,  True,
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'CellByClass'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'MatureCell'?,  True,
Can Osteocyte be considered a subcategory of 'MatureCell'?,  True,
Can Osteocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can Osteocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can Osteocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Osteocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can Osteocyte be considered a subcategory of 'Cell'?,  True.
Can Osteocyte be considered a subcategory of 'Cell that is also MatureCell'?,  True.
Can Osteocyte be considered a subcategory of 'Miocyte'?,  False.
Can Osteocyte be considered a subcategory of 'InMatureCell'?,  False.
Can Osteocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can Osteocyte be considered a subcategory of 'MioBlast'?,  False.
Can Osteocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Osteocyte be considered a subcategory of 'CellByOrganism'?,  False.
Can Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  True.
Can Osteocyte be considered a subcategory of 'Cell that is also ElectricallyActiveCell that is also MatureCell'?,  True.
Can Osteocyte be considered a subcategory of 'StructuralCell'?,  False.
Can Osteocyte be considered a subcategory of 'Neuron'?,  False.
Can Osteocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroCyte that is also MioBlast be considered a subcategory of 'Neuron'?,  False.
Can CellByClass that is also ChondroBlast be considered a subcategory of 'Osteocyte'?,  False.
Can CellByClass that is also Miocyte be considered a subcategory of 'AnimalCell'?,  True,
Can CellByClass that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByClass that is also Miocyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByClass that is also Miocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByClass that is also Miocyte be considered a subcategory of 'CirculatingCell'?,  True,
Can Miocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can Miocyte that is also PlantCell be considered a subcategory of 'CellByClass'?,  False.
Can CellByOrganism that is also Erythrocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'MatureCell'?,  False.
