HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
HighReductionInHamiltonAnxietyScore and ZeroRemission SubClassOf WeigthDifference,  False.
HamiltonDepressionScoreDifference and HighDrugEfficacy SubClassOf LowRemissionOddsRatio,  True.
HamiltonDepressionScoreDifference and HighDrugEfficacy SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
HamiltonDepressionScoreDifference and HighDrugEfficacy SubClassOf ASAAConcentrationIncrease,  False.
HamiltonDepressionScoreDifference and HighDrugEfficacy SubClassOf ForcedExperiatoryVolume,  False\n
HamiltonDepressionScoreDifference and HighDrugEfficacy SubClassOf DailyBloodPressure,  False.
HamiltonDepressionScoreDifference and HighDrugEfficacy SubClassOf WeigthDifference,  False.
HamiltonDepressionScoreDifference and HighDrugEfficacy SubClassOf NeoplasmFrequency,  False.
HamiltonDepressionScoreDifference and HighDrugEfficacy SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  True.
BiophysicalMeasure and ERVisitFrequency SubClassOf AnxietyMeasure,  False.
CognitiveMeasure and PulmonaryFunctionMeasure SubClassOf EventFreeSurvivalTime,  False.
CoagulationProfile and LowReductionInHamiltonAnxietyScore SubClassOf HamiltonAnxietyScoreDifference,  False.
NormalGeneExpression and Race SubClassOf BoneMineralDensity,  False.
DoseFrequency and ForcedExperiatoryVolume SubClassOf SatietyDecrease,  False.
HighRemissionOddsRatio and WeightMeasure SubClassOf HamiltonAnxietyScoreDifference,  False.
GenotypeMeasure and LowDrugEfficacy SubClassOf BoneMineralDensity,  False.
ErythromycinClearanceMeasure and LowReductionInHamiltonDepressionScore SubClassOf IncreasedGeneExpression,  False.
BloodSerumProteinCount and BodyMassIndexIncrease SubClassOf ZeroDrugEfficacy,  False.
BiophysicalMeasure and LowMontgomeryAsbergDepressionRating SubClassOf PlasmaDrugConcentration,  False.
ASAAConcentration and SideEffectRate SubClassOf EventFreeSurvivalTime,  False.
BodyMassIndexIncrease and NeoplasmFrequency SubClassOf RemissionOddsRatio,  False.
BloodPressure and MontgomeryAsbergDepressionRating SubClassOf GeneExpression,  False.
PharmacodynamicMeasure and ZeroRemission SubClassOf ASAAConcentrationIncrease,  False.
LowReductionInChildDepressionScore and Satiety SubClassOf SideEffectFrequency,  False\n
ExerciseResponse and MontgomeryAsbergDepressionRatingDifference SubClassOf ModerateReductionInChildDepressionScore,  False.
Dose and RemissionOddsRatio SubClassOf SatietyIncrease,  False.
DrugEfficacy and HamiltonDepressionMeasure SubClassOf ModerateHamiltonDepressionScore,  True.
DrugEfficacy and HamiltonDepressionMeasure SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
DrugEfficacy and HamiltonDepressionMeasure SubClassOf ASAAConcentrationIncrease,  False.
DrugEfficacy and HamiltonDepressionMeasure SubClassOf ForcedExperiatoryVolume,  False.
DrugEfficacy and HamiltonDepressionMeasure SubClassOf DailyBloodPressure,  False.
DrugEfficacy and HamiltonDepressionMeasure SubClassOf WeigthDifference,  False.
DrugEfficacy and HamiltonDepressionMeasure SubClassOf NeoplasmFrequency,  False.
DrugEfficacy and HamiltonDepressionMeasure SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
DrugEfficacy and HamiltonDepressionMeasure SubClassOf AirwayResponsivenessUsingMethacholine,  False.
DrugEfficacy and HamiltonDepressionMeasure SubClassOf HighReductionInHamiltonAnxietyScore,  False.
HamiltonDepressionMeasure SubClassOf ModerateHamiltonDepressionScore,  False.
ASAAMeasure and LowerDiseaseSusceptibilityOdds SubClassOf HamiltonDepressionScoreDifference,  False.
HamiltonDepressionScoreDifference and ModerateReductionInHamiltonAnxietyScore SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
DepressionMeasure and TissueMeasure SubClassOf DrugEfficacy,  False.
MetabolicMeasure and PlasmaDrugConcentration SubClassOf DoseFrequency,  False.
BodyMassIndexIncrease and WeightMeasure SubClassOf HamiltonDepressionMeasure,  False.
ASAAConcentrationDifference and HamiltonDepressionScore SubClassOf DoseFrequency,  False.
CoagulationProfile and WeigthDifference SubClassOf ModerateReductionInChildDepressionScore,  False.
GeneExpression and MolecularMeasure SubClassOf SatietyIncrease,  False.
HamiltonDepressionMeasure and NormalGeneExpression SubClassOf ERVisitFrequency,  False.
CognitiveMeasure and SimilarRemissionOddsRatio SubClassOf ForcedVitalCapacity,  False.
GeneExpressionDifference and TaxonomicMeasure SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
HomocysteineLevel and _24HourBloodPressure SubClassOf DrugEfficacy,  False.
DrugEfficacyMeasure and MontgomeryAsbergDepressionRatingDifference SubClassOf DiseaseFrequency,  False.
HamiltonAnxietyScore and WeightMeasure SubClassOf GeneExpressionDifference,  False.
ExerciseResponse and LowReductionInMontgomeryAsbergDepressionRating SubClassOf WeigthDifference,  False.
BodyMassIndexIncrease and PopulationVariation SubClassOf ZeroDrugEfficacy,  False.
HamiltonDepressionScoreDifference and SatietyFrequency SubClassOf LowerDiseaseSusceptibilityOdds,  False.
SideEffectRate and TissueMeasure SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
AnxietyMeasure and DailyBloodPressure SubClassOf LowReductionInMontgomeryAsbergDepressionRating,  False.
LowReductionInHamiltonAnxietyScore and PharmacodynamicMeasure SubClassOf Satiety,  False.
CoagulationProfile and DrugEfficacy SubClassOf ForcedExperiatoryVolume,  False.
DiseaseSusceptibilityOdds and GeneExpressionMeasure SubClassOf LowHamiltonDepressionScore,  False.
BloodPressure and PharmacokineticMeasure SubClassOf DecreasedGeneExpression,  False.
GeneExpression and SideEffectFrequency SubClassOf HamiltonDepressionScore,  False.
ModerateReductionInChildDepressionScore and TaxonomicMeasure SubClassOf SideEffectFrequency,  False.
DrugEfficacyMeasure and SideEffectFrequency SubClassOf RemissionMeasure,  False.
HighReductionInHamiltonDepressionScore and _24HourBloodPressure SubClassOf BodyMassIndexDecrease,  False.
ASAAMeasure and NeoplasmFrequency SubClassOf Weigth,  False.
ChildDepressionScore and LowHamiltonDepressionScore SubClassOf BodyMassIndexDecrease,  False.
LowRemissionOddsRatio and PharmacokineticMeasure SubClassOf PathogenCount,  False.
BiophysicalMeasure and SatietyDecrease SubClassOf SideEffectFrequency,  False.
ChildDepressionMeasure and SimilarDiseaseSusceptibilityOdds SubClassOf ModerateReductionInChildDepressionScore,  False.
EventFreeSurvivalTime and LowReductionInMontgomeryAsbergDepressionRating SubClassOf ModerateHamiltonDepressionScore,  False.
HighReductionInHamiltonDepressionScore and HighRemission SubClassOf WeigthGain,  False.
HighRemission and MontgomeryAsbergDepressionRatingDifference SubClassOf DrugEfficacy,  False.
Gender and GeneExpression SubClassOf SideEffectRate,  False.
PulmonaryFunctionMeasure and SimilarRemissionOddsRatio SubClassOf DoseFrequency,  False.
ElectrocardiogramQTInterval and WeightLoss SubClassOf EventFreeSurvivalTime,  False\n
DiseaseSusceptibilityOdds and ModerateReductionInChildDepressionScore SubClassOf HamiltonAnxietyScoreDifference,  False.
ForcedVitalCapacity and SatietyFrequency SubClassOf BoneMineralDensity,  False.
HighReductionInHamiltonDepressionScore and _24HourBloodPressure SubClassOf GeneExpression,  False.
LowReductionInMontgomeryAsbergDepressionRating and ModerateMontgomeryAsbergDepressionRating SubClassOf ASAAConcentrationIncrease,  False.
BloodSerumProteinCount and ChildDepressionScoreDifference SubClassOf HighReductionInHamiltonAnxietyScore,  False.
AsthmaFrequency and PharmacodynamicMeasure SubClassOf PlasmaDrugConcentration,  False.
AsthmaFrequency and MontgomeryAsbergDepressionRating SubClassOf LowHamiltonDepressionScore,  False.
HighReductionInHamiltonDepressionScore and MetabolicMeasure SubClassOf DecreasedGeneExpression,  False.
BiophysicalMeasure and HighHamiltonDepressionScore SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
ChildDepressionScore and HighReductionInHamiltonAnxietyScore SubClassOf DrugClearance,  False.
PharmacodynamicMeasure and WeightLoss SubClassOf HighDrugEfficacy,  False.
ModerateRemission and WeightMeasure SubClassOf MyocardialInfarctionFrequency,  False.
BloodPressure and DiseaseSusceptibilityOdds SubClassOf EventFreeSurvivalTime,  False.
CellCount and GeneExpressionMeasure SubClassOf WeightMeasure,  False.
ClinicalOutcomeMeasure and ExerciseResponse SubClassOf GeneExpression,  False.
BiologicalMeasure and SimilarDiseaseSusceptibilityOdds SubClassOf LowReductionInMontgomeryAsbergDepressionRating,  False.
AirwayResponsivenessUsingMethacholine and HamiltonDepressionScore SubClassOf LowReductionInChildDepressionScore,  False.
ClinicalOutcomeMeasure and ModerateMontgomeryAsbergDepressionRating SubClassOf Satiety,  False.
ERVisitFrequency and SatietyDifference SubClassOf Weigth,  False.
HamiltonAnxietyScore and _24HourBloodPressure SubClassOf LowDrugEfficacy,  False.
BodyMassIndexIncrease and SimilarRemissionOddsRatio SubClassOf DoseFrequency,  False.
HighMontgomeryAsbergDepressionRating and HighReductionInHamiltonDepressionScore SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
ModerateReductionInHamiltonAnxietyScore and SideEffectRate SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
ErythromycinClearanceMeasure and GeneExpression SubClassOf LowRemission,  False\n
ASAAConcentrationDifference and PharmacodynamicMeasure SubClassOf LowRemissionOddsRatio,  False.
BodyMassIndexIncrease and ErythromycinClearanceMeasure SubClassOf AsthmaFrequency,  False.
LowMontgomeryAsbergDepressionRating and ModerateReductionInMontgomeryAsbergDepressionRating SubClassOf GeneExpressionDifference,  False.
CognitiveMeasure and SideEffectFrequency SubClassOf CoagulationProfile,  False.
Dose and SideEffectRate SubClassOf HamiltonAnxietyScoreDifference,  False.
HighMontgomeryAsbergDepressionRating and HomocysteineLevel SubClassOf IncreasedGeneExpression,  False.
LowHamiltonDepressionScore and SatietyDifference SubClassOf WeigthDifference,  False.
BloodSerumProteinCount and ChildDepressionMeasure SubClassOf DiseaseFrequency,  False.
HighRemission and RemissionMeasure SubClassOf IncreasedGeneExpression,  False.
HighRemissionOddsRatio and ReninAngiotensinSystemMeasure SubClassOf WeigthDifference,  False.
LowReductionInMontgomeryAsbergDepressionRating and SimilarRemissionOddsRatio SubClassOf LowRemissionOddsRatio,  True.
LowReductionInMontgomeryAsbergDepressionRating and SimilarRemissionOddsRatio SubClassOf RemissionFrequency,  True.
ChildDepressionScore and ModerateReductionInMontgomeryAsbergDepressionRating SubClassOf MyocardialInfarctionFrequency,  False.
LowRemissionOddsRatio and RemissionFrequency SubClassOf EventFreeSurvivalTime,  False.
HigherDiseaseSusceptibiltyOdds and LipidProfile SubClassOf CoagulationProfile,  False.
BiophysicalMeasure and ModerateReductionInHamiltonDepressionScore SubClassOf BoneMineralDensity,  False.
RemissionMeasure and SatietyDifference SubClassOf HighMontgomeryAsbergDepressionRating,  False.
ASAAMeasure and ErythromycinClearanceMeasure SubClassOf HighDrugEfficacy,  False.
MontgomeryAsbergDepressionMeasure and SatietyFrequency SubClassOf ForcedExperiatoryVolume,  False.
HamiltonAnxietyScore and MetabolicMeasure SubClassOf PathogenCount,  False.
HighReductionInHamiltonAnxietyScore and ModerateReductionInChildDepressionScore SubClassOf DailyBloodPressure,  False.
ModerateHamiltonDepressionScore and PharmacokineticMeasure SubClassOf BodyMassIndexDecrease,  False.
BloodSerumProteinCount and ZeroDrugEfficacy SubClassOf SimilarRemissionOddsRatio,  False.
PopulationVariation and SatietyFrequency SubClassOf SatietyIncrease,  False.
DrugEfficacyMeasure and ForcedVitalCapacity SubClassOf ERVisitFrequency,  False.
MolecularMeasure and QualityOfLife SubClassOf DoseFrequency,  False.
ChildDepressionMeasure and LowReductionInChildDepressionScore SubClassOf SimilarRemissionOddsRatio,  False.
DoseFrequency and Satiety SubClassOf SatietyIncrease,  True.
DoseFrequency and Satiety SubClassOf ChildDepressionScore,  False.
DoseFrequency and Satiety SubClassOf RemissionFrequency,  False.
DoseFrequency and Satiety SubClassOf SatietyFrequency,  False.
DoseFrequency and Satiety SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
DoseFrequency and Satiety SubClassOf ASAAConcentrationIncrease,  False.
DoseFrequency and Satiety SubClassOf ERVisitFrequency,  False.
DoseFrequency and Satiety SubClassOf ForcedExperiatoryVolume,  False.
DoseFrequency and Satiety SubClassOf DailyBloodPressure,  False.
DoseFrequency and Satiety SubClassOf HighRemission,  False.
DoseFrequency and Satiety SubClassOf WeigthDifference,  False.
DoseFrequency and Satiety SubClassOf GeneExpressionDifference,  False.
DoseFrequency and Satiety SubClassOf ExerciseResponse,  False.
DoseFrequency and Satiety SubClassOf NeoplasmFrequency,  False.
DoseFrequency and Satiety SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
DoseFrequency and Satiety SubClassOf QualityOfLife,  True.
ModerateMontgomeryAsbergDepressionRating and QualityOfLife SubClassOf PathogenCount,  False.
ChildDepressionScoreDifference and HighDrugEfficacy SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
CellCount and HighMontgomeryAsbergDepressionRating SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
NormalGeneExpression and RemissionOddsRatio SubClassOf DiseaseFrequency,  False.
DailyBloodPressure and QualityOfLife SubClassOf HamiltonDepressionMeasure,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf SideEffectMeasure,  True.
CellCount and PulmonaryFunctionMeasure SubClassOf NeoplasmFrequency,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf QualityOfLife,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf AirwayResponsivenessUsingMethacholine,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf HighReductionInHamiltonAnxietyScore,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf ModerateHamiltonDepressionScore,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf LowReductionInChildDepressionScore,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf BodyMassIndexDifference,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf HighHamiltonDepressionScore,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf HigherDiseaseSusceptibiltyOdds,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf ForcedVitalCapacity,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf HamiltonDepressionMeasure,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf PlasmaDrugConcentration,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf ElectrocardiogramQTInterval,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf PharmacokineticMeasure,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf LowMontgomeryAsbergDepressionRating,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf RemissionMeasure,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf GeneExpressionMeasure,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf PopulationVariation,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf MetabolicMeasure,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf LowRemission,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf DrugClearance,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf ASAAConcentrationDifference,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf ASAAConcentrationDecrease,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf BodyMassIndexMeasure,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf IncreasedGeneExpression,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf PathogenCount,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf SatietyDifference,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf DiseaseFrequency,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf MontgomeryAsbergDepressionMeasure,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf CognitiveMeasure,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf HighMontgomeryAsbergDepressionRating,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf WeightLoss,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf Gender,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf HamiltonAnxietyScore,  False.
CellCount and PulmonaryFunctionMeasure SubClassOf SatietyDecrease,  False.
