HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure, \nTrue
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexMeasure and ChildDepressionScore and ClinicalOutcomeMeasure and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, Here are
LowRemission SubClassOf LipidProfile, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and LipidProfile and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, \nHere
LowRemission SubClassOf BodyMassIndexDecrease, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, True.
LowRemission SubClassOf HighDrugEfficacy, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighDrugEfficacy and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, \nHere
LowRemission SubClassOf BodyMassIndexIncrease, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexIncrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, True or
LowRemission SubClassOf _24HourBloodPressure, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain and _24HourBloodPressure, \nHere
LowRemission SubClassOf HighReductionInHamiltonDepressionScore, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighReductionInHamiltonDepressionScore and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, \nTrue
LowRemission SubClassOf BodyMassIndex, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndex and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighReductionInHamiltonDepressionScore and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, Here are
LowRemission SubClassOf DrugEfficacyMeasure, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and DrugEfficacyMeasure and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighReductionInHamiltonDepressionScore and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, Here are
LowRemission SubClassOf BiophysicalMeasure, True
LowRemission SubClassOf ASAAConcentrationIncrease and BiophysicalMeasure and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighReductionInHamiltonDepressionScore and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, Here are
LowRemission SubClassOf ChildDepressionScoreDifference, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and ChildDepressionScoreDifference and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighReductionInHamiltonDepressionScore and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, Here are
LowRemission SubClassOf LowReductionInHamiltonAnxietyScore, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighReductionInHamiltonDepressionScore and LowReductionInHamiltonAnxietyScore and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, Here are
LowRemission SubClassOf ChildDepressionMeasure, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighReductionInHamiltonDepressionScore and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, True or
LowRemission SubClassOf HamiltonDepressionScoreDifference, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HamiltonDepressionScoreDifference and HighReductionInHamiltonDepressionScore and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, True or
LowRemission SubClassOf HighRemissionOddsRatio, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighReductionInHamiltonDepressionScore and HighRemissionOddsRatio and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, Here are
LowRemission SubClassOf LowDrugEfficacy, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighReductionInHamiltonDepressionScore and LowDrugEfficacy and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, Here are
LowRemission SubClassOf ErythromycinClearanceMeasure, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ErythromycinClearanceMeasure and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighReductionInHamiltonDepressionScore and LowReductionInHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, \nHere
LowRemission SubClassOf LowReductionInMontgomeryAsbergDepressionRating, True
LowRemission SubClassOf ASAAConcentrationIncrease and BodyMassIndexDecrease and BodyMassIndexMeasure and ChildDepressionScore and CognitiveMeasure and DailyBloodPressure and DepressionMeasure and DiseaseSusceptibilityOdds and DoseFrequency and ERVisitFrequency and ExerciseResponse and GeneExpression and GeneExpressionDifference and HamiltonDepressionMeasure and HighReductionInHamiltonDepressionScore and LowReductionInHamiltonDepressionScore and LowReductionInMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation and PulmonaryFunctionMeasure and RemissionFrequency and SatietyFrequency and SideEffectRate and WeigthGain, Here are
